FIGHTER_LOSE;FIGHTER_WIN;METHOD;METHOD_DESC;PASS_LOSE;PASS_WIN;ROUND;STR_LOSE;STR_WIN;SUB_LOSE;SUB_WIN;TD_LOSE;TD_WIN;DATE
1402;1428;1;44;0.0;6.0;3;14.0;12.0;0.0;1.0;0.0;4.0;2011-01-29 00:00:00
1495;634;0;42;0.0;0.0;1;2.0;20.0;0.0;0.0;0.0;1.0;2011-01-29 00:00:00
1675;1413;1;44;0.0;2.0;1;3.0;12.0;0.0;1.0;0.0;1.0;2011-01-29 00:00:00
1242;1239;0;42;1.0;1.0;2;12.0;5.0;0.0;0.0;3.0;1.0;2011-01-29 00:00:00
160;673;1;55;0.0;0.0;1;1.0;5.0;0.0;1.0;1.0;0.0;2011-01-29 00:00:00
514;1423;1;5;0.0;1.0;1;4.0;0.0;0.0;1.0;0.0;0.0;2011-01-29 00:00:00
1563;592;0;38;0.0;0.0;1;4.0;17.0;0.0;1.0;2.0;0.0;2011-01-29 00:00:00
1056;705;0;43;0.0;0.0;1;26.0;24.0;0.0;0.0;0.0;0.0;2011-01-29 00:00:00
261;750;0;30;0.0;1.0;2;18.0;29.0;1.0;0.0;0.0;1.0;2011-01-29 00:00:00
1296;1251;0;43;0.0;0.0;1;20.0;44.0;0.0;0.0;0.0;0.0;2011-09-04 00:00:00
1600;599;0;10;0.0;1.0;1;6.0;33.0;0.0;0.0;0.0;2.0;2011-09-04 00:00:00
1076;1546;1;35;0.0;1.0;1;1.0;2.0;0.0;1.0;0.0;1.0;2011-09-04 00:00:00
186;1702;0;38;;;1;;;;;;;2011-09-04 00:00:00
1471;801;1;5;;;2;;;;;;;2011-09-04 00:00:00
0;632;0;38;;;1;;;;;;;2011-09-04 00:00:00
1303;245;1;55;;;1;;;;;;;2011-09-04 00:00:00
1488;1122;1;5;0.0;0.0;3;12.0;28.0;0.0;2.0;0.0;1.0;2010-09-10 00:00:00
66;1688;0;43;0.0;0.0;1;1.0;10.0;0.0;0.0;0.0;0.0;2010-09-10 00:00:00
1062;770;1;4;;;2;;;;;;;2010-09-10 00:00:00
347;1506;0;43;0.0;0.0;3;62.0;19.0;0.0;0.0;0.0;0.0;2009-12-19 00:00:00
1143;1428;1;4;0.0;2.0;1;2.0;11.0;0.0;3.0;1.0;0.0;2009-12-19 00:00:00
1207;1225;0;43;0.0;0.0;1;10.0;12.0;0.0;0.0;0.0;0.0;2009-12-19 00:00:00
546;364;0;43;0.0;0.0;1;7.0;22.0;0.0;0.0;0.0;0.0;2011-07-30 00:00:00
1122;1176;1;4;1.0;2.0;4;24.0;5.0;2.0;1.0;0.0;4.0;2011-07-30 00:00:00
496;1685;0;38;;;1;;;;;;;2011-07-30 00:00:00
1075;432;1;44;;;1;;;;;;;2011-07-30 00:00:00
576;213;1;7;;;3;;;;;;;2011-07-30 00:00:00
188;546;0;42;0.0;2.0;2;15.0;14.0;0.0;0.0;0.0;2.0;2009-07-11 00:00:00
1341;583;0;43;3.0;1.0;2;6.0;48.0;1.0;1.0;3.0;1.0;2009-07-11 00:00:00
1441;1122;1;5;0.0;0.0;1;3.0;7.0;0.0;1.0;0.0;0.0;2009-07-11 00:00:00
473;746;1;24;;;1;;;;;;;2009-07-11 00:00:00
1054;1239;1;52;;;2;;;;;;;2009-07-11 00:00:00
73;1522;0;43;0.0;0.0;1;13.0;21.0;0.0;0.0;0.0;0.0;2011-12-02 00:00:00
1030;1537;1;5;1.0;2.0;1;10.0;24.0;0.0;1.0;1.0;1.0;2011-12-02 00:00:00
596;251;0;42;0.0;0.0;1;12.0;25.0;0.0;0.0;0.0;0.0;2011-12-02 00:00:00
1354;1693;1;35;0.0;1.0;1;3.0;0.0;0.0;1.0;0.0;1.0;2011-12-02 00:00:00
1092;828;1;32;0.0;2.0;2;4.0;16.0;0.0;1.0;0.0;3.0;2011-12-02 00:00:00
854;663;1;4;0.0;3.0;2;8.0;15.0;0.0;2.0;0.0;2.0;2011-12-02 00:00:00
451;1479;1;52;0.0;1.0;1;6.0;32.0;0.0;0.0;0.0;1.0;2011-12-02 00:00:00
546;543;1;55;0.0;0.0;1;3.0;1.0;0.0;3.0;0.0;0.0;2010-06-26 00:00:00
1506;347;0;49;0.0;0.0;2;7.0;61.0;0.0;0.0;0.0;0.0;2010-06-26 00:00:00
713;343;0;30;0.0;0.0;2;16.0;89.0;0.0;0.0;0.0;0.0;2010-06-26 00:00:00
1286;909;1;44;3.0;1.0;3;17.0;18.0;1.0;6.0;4.0;0.0;2010-06-26 00:00:00
1423;284;0;38;;;2;;;;;;;2010-06-26 00:00:00
578;1742;0;38;;;2;;;;;;;2010-06-26 00:00:00
1330;364;0;42;0.0;3.0;3;11.0;24.0;0.0;0.0;0.0;3.0;2011-05-03 00:00:00
1047;1122;1;55;4.0;0.0;4;45.0;32.0;0.0;2.0;2.0;0.0;2011-05-03 00:00:00
1161;1625;1;44;0.0;3.0;1;2.0;13.0;0.0;1.0;0.0;1.0;2011-05-03 00:00:00
146;875;1;19;0.0;0.0;1;0.0;1.0;0.0;3.0;0.0;0.0;2011-05-03 00:00:00
735;725;1;52;;;1;;;;;;;2011-05-03 00:00:00
658;201;0;38;;;1;;;;;;;2011-05-03 00:00:00
1091;1219;1;19;;;1;;;;;;;2011-05-03 00:00:00
682;843;1;55;;;2;;;;;;;2011-05-03 00:00:00
1483;347;0;27;0.0;5.0;3;21.0;45.0;0.0;2.0;0.0;7.0;2007-11-16 00:00:00
1675;880;0;30;0.0;0.0;1;6.0;11.0;0.0;0.0;0.0;0.0;2007-11-16 00:00:00
1294;52;1;52;0.0;1.0;2;3.0;32.0;0.0;3.0;0.0;3.0;2007-11-16 00:00:00
217;1074;0;30;0.0;0.0;1;3.0;4.0;0.0;0.0;0.0;0.0;2007-11-16 00:00:00
1514;880;0;13;0.0;0.0;1;0.0;2.0;0.0;0.0;0.0;0.0;2007-11-16 00:00:00
901;514;1;44;;;2;;;;;;;2007-11-16 00:00:00
754;429;1;23;;;1;;;;;;;2007-11-16 00:00:00
188;52;0;43;0.0;3.0;1;1.0;39.0;0.0;0.0;0.0;1.0;2010-05-15 00:00:00
995;1413;1;44;0.0;3.0;2;7.0;15.0;0.0;3.0;0.0;0.0;2010-05-15 00:00:00
113;1330;0;43;0.0;0.0;1;15.0;14.0;0.0;0.0;0.0;0.0;2010-05-15 00:00:00
927;773;1;19;;;1;;;;;;;2010-05-15 00:00:00
1474;1188;1;44;;;1;;;;;;;2010-05-15 00:00:00
1033;558;1;44;;;1;;;;;;;2010-05-15 00:00:00
519;1640;1;19;;;1;;;;;;;2010-05-15 00:00:00
615;1146;1;44;;;3;;;;;;;2010-05-15 00:00:00
1363;364;0;43;0.0;1.0;1;3.0;13.0;0.0;0.0;0.0;0.0;2010-04-12 00:00:00
1506;1296;0;42;0.0;0.0;1;5.0;17.0;0.0;0.0;0.0;0.0;2010-04-12 00:00:00
1143;1402;0;42;0.0;0.0;1;4.0;8.0;0.0;0.0;0.0;0.0;2010-04-12 00:00:00
1195;111;0;43;1.0;3.0;2;28.0;17.0;0.0;1.0;0.0;1.0;2010-04-12 00:00:00
1605;1290;0;43;;;1;;;;;;;2010-04-12 00:00:00
1057;332;1;19;;;1;;;;;;;2010-04-12 00:00:00
1033;1192;0;38;;;1;;;;;;;2010-04-12 00:00:00
326;162;0;38;;;2;;;;;;;2010-04-12 00:00:00
894;683;1;19;;;1;;;;;;;2010-04-12 00:00:00
1225;1330;0;10;0.0;0.0;3;54.0;39.0;0.0;0.0;2.0;0.0;2010-08-21 00:00:00
875;942;0;42;0.0;0.0;2;17.0;26.0;0.0;0.0;0.0;0.0;2010-08-21 00:00:00
156;251;0;51;8.0;0.0;2;21.0;14.0;0.0;0.0;4.0;0.0;2010-08-21 00:00:00
735;370;1;52;0.0;0.0;1;0.0;10.0;0.0;0.0;0.0;1.0;2010-08-21 00:00:00
878;66;0;43;1.0;4.0;3;14.0;53.0;0.0;0.0;0.0;4.0;2010-08-21 00:00:00
998;14;1;44;;;1;;;;;;;2010-08-21 00:00:00
887;1371;0;38;;;1;;;;;;;2010-08-21 00:00:00
1402;695;1;19;0.0;0.0;1;4.0;17.0;0.0;1.0;0.0;0.0;2009-06-06 00:00:00
73;188;0;43;0.0;0.0;1;2.0;3.0;0.0;0.0;0.0;0.0;2009-06-06 00:00:00
1506;1251;1;44;0.0;2.0;3;22.0;150.0;0.0;1.0;1.0;1.0;2009-06-06 00:00:00
892;773;1;26;;;1;;;;;;;2009-06-06 00:00:00
1330;1195;0;38;;;2;;;;;;;2009-06-06 00:00:00
709;162;0;38;;;1;;;;;;;2009-06-06 00:00:00
1474;1688;1;7;;;1;;;;;;;2009-06-06 00:00:00
393;1285;1;5;;;1;;;;;;;2009-06-06 00:00:00
1112;535;0;42;0.0;0.0;1;8.0;15.0;0.0;0.0;0.0;0.0;2010-06-16 00:00:00
1675;1625;1;44;0.0;3.0;1;2.0;9.0;0.0;1.0;0.0;1.0;2010-06-16 00:00:00
1328;762;1;44;;;2;;;;;;;2010-06-16 00:00:00
1106;652;0;38;;;2;;;;;;;2010-06-16 00:00:00
445;370;0;43;0.0;5.0;2;8.0;53.0;0.0;0.0;0.0;4.0;2013-12-01 00:00:00
1232;890;1;4;0.0;1.0;1;0.0;0.0;0.0;2.0;0.0;2.0;2013-12-01 00:00:00
1195;583;1;44;0.0;4.0;1;7.0;23.0;0.0;1.0;0.0;1.0;2013-12-01 00:00:00
481;1428;1;29;0.0;1.0;1;10.0;14.0;1.0;1.0;0.0;2.0;2013-12-01 00:00:00
1676;1625;1;19;1.0;1.0;3;14.0;38.0;0.0;1.0;3.0;3.0;2013-12-01 00:00:00
98;1413;1;4;0.0;2.0;2;19.0;18.0;0.0;1.0;0.0;1.0;2013-12-01 00:00:00
1165;529;0;38;;;2;;;;;;;2013-12-01 00:00:00
940;241;0;38;;;1;;;;;;;2011-12-17 00:00:00
768;1412;0;38;;;1;;;;;;;2011-12-17 00:00:00
279;632;1;5;;;3;;;;;;;2011-12-17 00:00:00
776;514;1;44;;;1;;;;;;;2008-06-27 00:00:00
1358;754;1;44;0.0;4.0;2;0.0;13.0;1.0;1.0;0.0;2.0;2008-06-27 00:00:00
89;281;1;44;0.0;11.0;2;4.0;18.0;0.0;4.0;0.0;3.0;2008-06-27 00:00:00
55;212;1;44;0.0;3.0;1;2.0;1.0;0.0;1.0;0.0;1.0;2008-06-27 00:00:00
513;43;1;5;;;1;;;;;;;2008-06-27 00:00:00
1112;1251;0;42;0.0;0.0;1;26.0;94.0;0.0;0.0;0.0;0.0;2010-01-30 00:00:00
1122;343;0;43;0.0;2.0;3;19.0;52.0;0.0;0.0;0.0;1.0;2010-01-30 00:00:00
612;634;0;43;0.0;7.0;3;5.0;33.0;1.0;0.0;0.0;1.0;2010-01-30 00:00:00
1161;1402;0;42;0.0;0.0;1;23.0;3.0;0.0;0.0;0.0;0.0;2010-01-30 00:00:00
1726;156;0;43;0.0;0.0;1;0.0;12.0;0.0;0.0;0.0;1.0;2010-01-30 00:00:00
829;808;0;38;;;1;;;;;;;2010-01-30 00:00:00
1099;1279;1;5;;;1;;;;;;;2010-01-30 00:00:00
1460;623;0;38;;;2;;;;;;;2010-01-30 00:00:00
1472;841;1;44;;;2;;;;;;;2010-01-30 00:00:00
288;1278;0;38;;;1;;;;;;;2010-04-17 00:00:00
477;82;1;44;;;1;;;;;;;2010-04-17 00:00:00
1629;733;0;38;;;1;;;;;;;2010-04-17 00:00:00
907;227;0;38;;;2;;;;;;;2010-04-17 00:00:00
937;474;1;44;;;1;;;;;;;2010-04-17 00:00:00
1615;320;0;38;;;3;;;;;;;2010-04-17 00:00:00
188;890;1;4;0.0;4.0;2;2.0;10.0;0.0;1.0;0.0;2.0;2011-06-18 00:00:00
1693;251;1;52;0.0;1.0;1;1.0;12.0;1.0;0.0;0.0;1.0;2011-06-18 00:00:00
1483;469;1;52;1.0;1.0;1;2.0;15.0;0.0;0.0;1.0;1.0;2008-03-10 00:00:00
1315;459;1;44;1.0;6.0;3;21.0;27.0;0.0;1.0;0.0;2.0;2008-03-10 00:00:00
70;238;0;43;1.0;2.0;1;11.0;21.0;0.0;0.0;0.0;0.0;2008-03-10 00:00:00
1687;1174;1;44;0.0;1.0;1;2.0;12.0;0.0;1.0;0.0;1.0;2008-03-10 00:00:00
1394;1686;0;43;1.0;3.0;2;16.0;55.0;0.0;0.0;0.0;0.0;2008-03-10 00:00:00
1075;465;0;38;;;1;;;;;;;2008-03-10 00:00:00
189;1684;1;44;;;1;;;;;;;2008-03-10 00:00:00
621;6;0;38;;;1;;;;;;;2008-03-10 00:00:00
530;809;0;43;0.0;8.0;1;3.0;21.0;0.0;1.0;0.0;2.0;2007-09-29 00:00:00
13;909;0;43;0.0;0.0;1;7.0;33.0;0.0;0.0;0.0;1.0;2007-09-29 00:00:00
1142;877;0;10;0.0;1.0;1;0.0;15.0;0.0;0.0;0.0;1.0;2007-09-29 00:00:00
143;159;1;24;0.0;1.0;1;4.0;6.0;1.0;0.0;0.0;1.0;2007-09-29 00:00:00
1422;544;1;52;0.0;2.0;1;1.0;8.0;0.0;0.0;0.0;1.0;2007-09-29 00:00:00
488;372;1;44;1.0;3.0;1;0.0;7.0;1.0;3.0;0.0;0.0;2007-09-29 00:00:00
1478;1074;0;38;1.0;4.0;1;3.0;27.0;0.0;0.0;0.0;1.0;2007-09-29 00:00:00
1178;89;0;43;0.0;0.0;1;14.0;19.0;0.0;0.0;0.0;0.0;2007-09-29 00:00:00
205;347;0;43;0.0;1.0;1;5.0;20.0;0.0;0.0;0.0;1.0;2006-09-06 00:00:00
469;1689;0;38;0.0;0.0;1;0.0;12.0;0.0;0.0;0.0;1.0;2006-09-06 00:00:00
620;909;1;4;0.0;4.0;3;15.0;37.0;0.0;3.0;3.0;3.0;2006-09-06 00:00:00
1203;530;0;43;0.0;2.0;2;43.0;26.0;0.0;1.0;0.0;2.0;2006-09-06 00:00:00
1646;375;1;5;0.0;0.0;1;0.0;1.0;0.0;1.0;1.0;0.0;2006-09-06 00:00:00
1498;715;0;43;1.0;9.0;2;6.0;15.0;0.0;0.0;0.0;4.0;2006-09-06 00:00:00
142;1074;1;5;0.0;2.0;1;0.0;3.0;0.0;1.0;0.0;1.0;2006-09-06 00:00:00
911;315;1;0;;;2;;;;;;;2006-09-06 00:00:00
1508;275;1;5;;;1;;;;;;;2006-09-06 00:00:00
968;1072;0;43;0.0;0.0;1;14.0;34.0;0.0;0.0;0.0;0.0;2012-07-01 00:00:00
16;1402;0;13;1.0;0.0;1;1.0;6.0;0.0;0.0;2.0;0.0;2012-07-01 00:00:00
1676;596;0;43;0.0;0.0;1;8.0;18.0;0.0;0.0;0.0;1.0;2012-07-01 00:00:00
1688;1237;0;10;0.0;0.0;4;41.0;59.0;0.0;2.0;1.0;1.0;2012-07-14 00:00:00
1239;728;1;19;0.0;0.0;1;2.0;2.0;0.0;1.0;0.0;0.0;2012-07-14 00:00:00
1488;1429;1;5;0.0;1.0;1;1.0;3.0;0.0;1.0;0.0;1.0;2012-08-18 00:00:00
432;1428;0;42;0.0;0.0;1;0.0;5.0;0.0;0.0;0.0;0.0;2012-08-18 00:00:00
1075;98;1;55;0.0;1.0;1;1.0;12.0;0.0;3.0;1.0;0.0;2012-08-18 00:00:00
1582;1278;0;42;0.0;4.0;3;26.0;36.0;0.0;0.0;0.0;2.0;2012-08-18 00:00:00
917;1176;1;5;0.0;1.0;3;52.0;17.0;0.0;5.0;0.0;2.0;2012-08-18 00:00:00
966;16;0;43;0.0;0.0;1;0.0;6.0;0.0;0.0;0.0;0.0;2012-08-18 00:00:00
1508;416;0;38;;;2;;;;;;;2007-06-22 00:00:00
469;1296;0;43;0.0;0.0;2;17.0;21.0;0.0;0.0;0.0;1.0;2007-06-22 00:00:00
1317;568;1;44;1.0;1.0;2;43.0;101.0;0.0;2.0;3.0;0.0;2007-06-22 00:00:00
1658;347;0;42;0.0;0.0;3;16.0;71.0;0.0;0.0;0.0;0.0;2007-06-22 00:00:00
1253;909;1;44;0.0;1.0;1;1.0;4.0;0.0;2.0;0.0;1.0;2007-06-22 00:00:00
823;1229;0;42;2.0;5.0;2;19.0;23.0;1.0;1.0;0.0;2.0;2007-06-22 00:00:00
242;1294;0;43;0.0;0.0;2;8.0;12.0;0.0;0.0;1.0;0.0;2007-06-22 00:00:00
1697;493;1;23;0.0;0.0;1;1.0;2.0;0.0;1.0;0.0;1.0;2007-06-22 00:00:00
1264;1262;0;38;;;1;;;;;;;2007-06-22 00:00:00
739;1074;0;43;0.0;5.0;3;24.0;80.0;0.0;0.0;0.0;5.0;2007-06-22 00:00:00
1355;1370;0;43;0.0;0.0;1;3.0;10.0;0.0;0.0;0.0;0.0;2007-06-22 00:00:00
1481;1529;0;43;0.0;1.0;2;14.0;25.0;0.0;0.0;0.0;1.0;2007-06-22 00:00:00
568;1251;0;43;0.0;3.0;2;22.0;65.0;0.0;0.0;0.0;3.0;2009-11-04 00:00:00
1409;599;0;42;0.0;0.0;2;3.0;20.0;0.0;0.0;0.0;2.0;2009-11-04 00:00:00
136;1506;0;42;0.0;0.0;3;67.0;27.0;1.0;1.0;2.0;0.0;2009-11-04 00:00:00
644;343;0;43;0.0;1.0;3;5.0;41.0;0.0;0.0;0.0;1.0;2009-11-04 00:00:00
10;188;0;33;0.0;0.0;2;11.0;43.0;0.0;0.0;0.0;0.0;2009-11-04 00:00:00
219;1072;1;44;;;1;;;;;;;2009-11-04 00:00:00
1719;514;0;38;;;1;;;;;;;2009-11-04 00:00:00
176;1350;1;44;;;1;;;;;;;2009-11-04 00:00:00
761;1545;0;38;;;2;;;;;;;2009-11-04 00:00:00
247;568;0;42;0.0;0.0;1;0.0;6.0;0.0;0.0;0.0;0.0;2006-10-03 00:00:00
1181;347;0;42;0.0;0.0;1;6.0;8.0;0.0;0.0;0.0;0.0;2006-10-03 00:00:00
775;375;1;44;0.0;1.0;1;3.0;6.0;0.0;2.0;0.0;1.0;2006-10-03 00:00:00
620;599;1;52;0.0;2.0;2;1.0;29.0;0.0;0.0;0.0;3.0;2006-10-03 00:00:00
1353;340;0;33;0.0;0.0;2;3.0;18.0;0.0;0.0;1.0;0.0;2006-10-03 00:00:00
1661;1235;0;38;;;1;;;;;;;2006-10-03 00:00:00
302;1498;1;44;;;2;;;;;;;2006-10-03 00:00:00
1123;144;0;38;;;3;;;;;;;2008-03-29 00:00:00
690;466;1;19;0.0;0.0;1;3.0;5.0;0.0;1.0;1.0;0.0;2008-03-29 00:00:00
573;599;0;43;0.0;6.0;2;6.0;44.0;0.0;0.0;0.0;2.0;2008-03-29 00:00:00
1195;1721;1;5;0.0;1.0;1;0.0;0.0;0.0;1.0;0.0;1.0;2008-03-29 00:00:00
1458;823;0;42;0.0;1.0;1;10.0;9.0;0.0;0.0;0.0;1.0;2008-03-29 00:00:00
89;388;1;19;;;1;;;;;;;2008-03-29 00:00:00
776;777;0;38;;;1;;;;;;;2008-03-29 00:00:00
402;1294;0;42;0.0;0.0;1;4.0;9.0;0.0;0.0;0.0;0.0;2006-07-10 00:00:00
469;909;1;19;1.0;5.0;2;3.0;22.0;1.0;1.0;0.0;2.0;2006-07-10 00:00:00
97;1675;1;5;0.0;3.0;1;13.0;13.0;0.0;2.0;0.0;0.0;2006-07-10 00:00:00
521;739;1;4;1.0;4.0;2;13.0;23.0;1.0;2.0;2.0;0.0;2006-07-10 00:00:00
158;244;1;19;0.0;0.0;1;0.0;0.0;0.0;2.0;0.0;0.0;2006-07-10 00:00:00
178;1322;1;55;0.0;1.0;1;1.0;2.0;1.0;1.0;0.0;1.0;2006-07-10 00:00:00
239;1190;1;52;3.0;2.0;2;22.0;17.0;2.0;1.0;3.0;1.0;2006-07-10 00:00:00
566;1481;0;43;0.0;2.0;1;3.0;14.0;0.0;1.0;0.0;1.0;2006-07-10 00:00:00
775;224;0;43;0.0;2.0;1;1.0;13.0;0.0;0.0;0.0;2.0;2006-07-10 00:00:00
754;1074;1;44;0.0;2.0;1;0.0;2.0;0.0;1.0;0.0;0.0;2006-07-10 00:00:00
1176;1429;1;5;2.0;4.0;1;8.0;8.0;0.0;2.0;1.0;3.0;2012-03-03 00:00:00
1506;1075;1;19;0.0;3.0;1;2.0;10.0;0.0;1.0;0.0;2.0;2012-03-03 00:00:00
206;1428;1;4;0.0;5.0;3;19.0;46.0;0.0;2.0;0.0;6.0;2012-03-03 00:00:00
177;1412;0;43;0.0;5.0;2;18.0;38.0;0.0;0.0;0.0;3.0;2012-03-03 00:00:00
241;1286;1;4;1.0;7.0;3;32.0;35.0;0.0;2.0;1.0;4.0;2012-03-03 00:00:00
328;1456;0;43;2.0;3.0;3;36.0;74.0;1.0;1.0;3.0;2.0;2012-03-03 00:00:00
1658;469;0;42;0.0;1.0;2;24.0;92.0;0.0;0.0;0.0;0.0;2006-08-12 00:00:00
1427;530;1;44;0.0;2.0;1;4.0;13.0;0.0;1.0;0.0;0.0;2006-08-12 00:00:00
1446;1294;0;6;0.0;0.0;2;57.0;41.0;0.0;0.0;0.0;0.0;2006-08-12 00:00:00
1190;375;1;44;2.0;2.0;2;8.0;13.0;1.0;1.0;0.0;1.0;2006-08-12 00:00:00
1020;1370;1;26;;;1;;;;;;;2006-08-12 00:00:00
1508;416;0;38;;;3;;;;;;;2006-08-12 00:00:00
76;1350;0;38;;;1;;;;;;;2006-08-12 00:00:00
437;1262;0;38;;;1;;;;;;;2007-10-02 00:00:00
673;144;0;38;;;1;;;;;;;2007-10-02 00:00:00
158;55;1;23;;;2;;;;;;;2007-10-02 00:00:00
1481;819;0;38;;;1;;;;;;;2008-01-02 00:00:00
77;388;1;44;;;1;;;;;;;2008-01-02 00:00:00
901;1072;1;38;;;1;;;;;;;2008-01-02 00:00:00
88;777;0;38;;;1;;;;;;;2008-01-02 00:00:00
533;55;1;38;;;2;;;;;;;2008-01-02 00:00:00
160;675;1;19;;;2;;;;;;;2008-01-02 00:00:00
651;11;1;44;;;1;;;;;;;2008-01-02 00:00:00
876;277;1;5;;;1;;;;;;;2008-09-13 00:00:00
1167;1747;0;38;;;1;;;;;;;2008-09-13 00:00:00
741;11;0;38;;;2;;;;;;;2008-09-13 00:00:00
511;1145;1;44;;;2;;;;;;;2008-09-13 00:00:00
232;1030;0;42;0.0;0.0;1;0.0;1.0;0.0;0.0;0.0;0.0;2009-05-15 00:00:00
97;4;1;44;0.0;3.0;1;20.0;17.0;0.0;1.0;0.0;1.0;2009-05-15 00:00:00
1666;542;1;44;;;1;;;;;;;2009-05-15 00:00:00
318;129;1;44;;;1;;;;;;;2009-05-15 00:00:00
1054;809;1;52;1.0;1.0;3;25.0;15.0;0.0;0.0;2.0;0.0;2010-08-13 00:00:00
1059;1456;1;55;0.0;1.0;1;2.0;4.0;0.0;1.0;1.0;1.0;2010-08-13 00:00:00
230;644;1;5;;;2;;;;;;;2010-08-13 00:00:00
1515;817;0;38;;;1;;;;;;;2010-08-13 00:00:00
1412;161;0;43;;;2;;;;;;;2010-10-22 00:00:00
1702;1030;0;43;0.0;0.0;1;19.0;26.0;0.0;0.0;0.0;0.0;2010-10-22 00:00:00
1532;914;0;43;;;2;;;;;;;2010-10-22 00:00:00
172;831;1;44;;;1;;;;;;;2010-10-22 00:00:00
449;406;0;38;;;2;;;;;;;2010-10-22 00:00:00
713;1047;0;43;1.0;7.0;3;26.0;81.0;0.0;0.0;1.0;3.0;2010-11-19 00:00:00
434;241;1;7;;;1;;;;;;;2010-11-19 00:00:00
608;1725;0;38;;;1;;;;;;;2010-11-19 00:00:00
914;57;0;42;0.0;0.0;1;3.0;11.0;0.0;0.0;0.0;0.0;2011-07-01 00:00:00
853;1374;1;32;;;2;;;;;;;2011-07-01 00:00:00
763;1615;1;44;;;1;;;;;;;2011-07-01 00:00:00
243;855;0;38;;;1;;;;;;;2011-07-01 00:00:00
1140;474;0;38;;;3;;;;;;;2011-07-01 00:00:00
378;477;0;38;;;1;;;;;;;2011-07-01 00:00:00
1008;264;1;44;;;2;;;;;;;2011-07-01 00:00:00
946;276;1;5;;;1;;;;;;;2011-07-01 00:00:00
755;719;1;23;;;2;;;;;;;2011-07-01 00:00:00
1073;899;0;38;;;1;;;;;;;2011-07-01 00:00:00
215;234;1;0;;;1;;;;;;;2011-02-18 00:00:00
1035;1456;1;44;0.0;6.0;3;15.0;54.0;0.0;5.0;0.0;2.0;2011-02-18 00:00:00
524;1461;1;55;;;2;;;;;;;2011-02-18 00:00:00
1253;406;1;44;;;1;;;;;;;2011-02-18 00:00:00
1617;2;0;38;;;1;;;;;;;2011-02-18 00:00:00
428;468;1;19;;;2;;;;;;;2011-02-18 00:00:00
1502;1052;0;42;0.0;0.0;2;24.0;35.0;0.0;0.0;0.0;0.0;2011-01-04 00:00:00
406;241;0;33;;;3;;;;;;;2011-01-04 00:00:00
910;705;0;42;;;1;;;;;;;2011-01-04 00:00:00
1351;153;1;5;;;1;;;;;;;2011-01-04 00:00:00
1651;1678;1;5;;;1;;;;;;;2011-01-04 00:00:00
11;1426;1;44;;;1;;;;;;;2011-01-04 00:00:00
768;496;0;38;;;1;;;;;;;2011-06-24 00:00:00
966;1676;1;36;;;2;;;;;;;2011-06-24 00:00:00
1412;161;0;43;0.0;0.0;2;48.0;40.0;0.0;0.0;2.0;0.0;2011-07-22 00:00:00
798;1278;1;52;0.0;0.0;1;5.0;13.0;0.0;0.0;0.0;0.0;2011-07-22 00:00:00
1046;1582;0;38;;;1;;;;;;;2011-07-22 00:00:00
130;98;0;38;;;2;;;;;;;2011-07-22 00:00:00
1085;141;1;44;;;1;;;;;;;2011-07-22 00:00:00
1487;1429;1;5;0.0;0.0;1;1.0;0.0;0.0;1.0;0.0;0.0;2011-12-08 00:00:00
1068;1231;0;38;;;2;;;;;;;2011-12-08 00:00:00
252;1184;0;38;;;3;;;;;;;2011-12-08 00:00:00
1566;1212;1;7;;;1;;;;;;;2011-12-08 00:00:00
1030;1540;1;26;0.0;3.0;2;23.0;10.0;0.0;1.0;0.0;3.0;2011-09-23 00:00:00
1082;705;0;38;;;1;;;;;;;2011-09-23 00:00:00
269;154;1;4;;;2;;;;;;;2011-09-23 00:00:00
382;1326;1;4;;;3;;;;;;;2011-09-23 00:00:00
1260;1625;1;52;0.0;11.0;2;3.0;18.0;2.0;0.0;0.0;3.0;2009-06-19 00:00:00
333;1072;1;44;0.0;1.0;1;1.0;20.0;0.0;1.0;0.0;0.0;2009-06-19 00:00:00
926;429;1;44;;;1;;;;;;;2009-06-19 00:00:00
469;1076;1;39;;;1;;;;;;;2009-06-19 00:00:00
1602;1570;0;38;;;1;;;;;;;2009-06-19 00:00:00
113;1075;0;43;0.0;0.0;1;0.0;4.0;0.0;0.0;0.0;0.0;2011-11-18 00:00:00
914;1429;1;5;0.0;1.0;1;2.0;1.0;0.0;1.0;0.0;1.0;2011-11-18 00:00:00
98;16;0;42;0.0;0.0;1;4.0;16.0;0.0;0.0;0.0;1.0;2011-11-18 00:00:00
1582;1676;1;19;0.0;3.0;1;8.0;11.0;0.0;2.0;1.0;0.0;2011-11-18 00:00:00
703;154;1;44;;;3;;;;;;;2011-11-18 00:00:00
1734;72;0;38;;;1;;;;;;;2011-11-18 00:00:00
1778;1625;1;36;0.0;6.0;2;6.0;44.0;0.0;4.0;0.0;1.0;2009-09-25 00:00:00
993;1354;1;24;;;2;;;;;;;2009-09-25 00:00:00
1775;1688;1;5;0.0;5.0;2;7.0;18.0;0.0;3.0;0.0;3.0;2009-09-25 00:00:00
580;370;0;43;0.0;4.0;2;13.0;24.0;0.0;0.0;0.0;0.0;2009-09-25 00:00:00
1027;764;0;38;;;3;;;;;;;2009-09-25 00:00:00
174;1677;1;4;;;2;;;;;;;2009-09-25 00:00:00
