"MES";"CLIENT";"PROD_TYPE";"COUNT_SKU"
01.01.2012 0:00:00;765;"ยั";381
01.01.2012 0:00:00;973;"ยั";1
01.01.2012 0:00:00;5042;"ยั";167
01.01.2012 0:00:00;5082;"ฬรา";652
01.01.2012 0:00:00;474646;"ฬรา";52
01.01.2012 0:00:00;463;"ยั";807
01.01.2012 0:00:00;469377;"สรา";87
01.01.2012 0:00:00;796;"ยั";231
01.01.2012 0:00:00;465;"ยั";5
01.01.2012 0:00:00;760;"ยั";3411
01.01.2012 0:00:00;854;"ยั";5021
01.01.2012 0:00:00;705;"ยั";15100
01.01.2012 0:00:00;954;"ยั";4100
01.01.2012 0:00:00;836;"ยั";32236
01.01.2012 0:00:00;964;"ยั";1245
01.01.2012 0:00:00;492;"สรา";3933
01.01.2012 0:00:00;752;"ยั";3415
01.01.2012 0:00:00;834;"ยั";229
01.01.2012 0:00:00;5103;"ยั";150
01.01.2012 0:00:00;5169;"ยั";10300
01.01.2012 0:00:00;5062;"ยั";8810
01.01.2012 0:00:00;5294;"ยั";634
01.01.2012 0:00:00;468395;"ยั";4
01.01.2012 0:00:00;245;"ยั";11500
01.01.2012 0:00:00;883;"ยั";11050
01.01.2012 0:00:00;5014;"ยั";6021
01.01.2012 0:00:00;779;"ยั";1612
01.01.2012 0:00:00;842;"ยั";3050
01.01.2012 0:00:00;955;"ยั";4052
01.01.2012 0:00:00;5064;"ยั";2
01.01.2012 0:00:00;5218;"ยั";244
01.01.2012 0:00:00;751;"ฬรา";7536
01.01.2012 0:00:00;761;"ยั";375
01.01.2012 0:00:00;5224;"ยั";811
01.01.2012 0:00:00;468404;"ยั";2
01.01.2012 0:00:00;469392;"ยั";56
01.01.2012 0:00:00;508027;"ฬรา";893
01.01.2012 0:00:00;910;"ยั";2016
01.01.2012 0:00:00;5179;"ยั";174
01.01.2012 0:00:00;5297;"ยั";817
01.01.2012 0:00:00;468287;"สรา";41
01.01.2012 0:00:00;177;"ยั";1215
01.01.2012 0:00:00;478013;"สรา";3
01.01.2012 0:00:00;208;"ฬรา";5089
01.01.2012 0:00:00;216;"ยั";184
01.01.2012 0:00:00;227;"ยั";269
01.01.2012 0:00:00;5022;"ยั";1850
01.01.2012 0:00:00;5070;"ยั";1612
01.01.2012 0:00:00;5241;"ยั";1211
01.01.2012 0:00:00;469901;"ฬรา";30
01.01.2012 0:00:00;773;"ยั";139
01.01.2012 0:00:00;5113;"ยั";1212
01.01.2012 0:00:00;5153;"ยั";410
01.01.2012 0:00:00;5017;"ยั";3
01.01.2012 0:00:00;963;"ยั";6215
01.01.2012 0:00:00;5078;"ยั";1711
01.01.2012 0:00:00;931;"ยั";6900
01.01.2012 0:00:00;468183;"ฬรา";112
01.01.2012 0:00:00;469027;"สรา";2
01.01.2012 0:00:00;469391;"ยั";17
01.01.2012 0:00:00;885;"ยั";643
01.01.2012 0:00:00;5060;"สรา";1
01.01.2012 0:00:00;477868;"สรา";96
01.01.2012 0:00:00;161;"ยั";2661
01.01.2012 0:00:00;263;"ยั";2611
01.01.2012 0:00:00;5048;"ยั";5300
01.01.2012 0:00:00;5011;"ยั";2615
01.01.2012 0:00:00;5217;"ยั";520
01.01.2012 0:00:00;468189;"ฬรา";3
01.01.2012 0:00:00;468658;"ยั";3
01.01.2012 0:00:00;477706;"ฬรา";211
01.01.2012 0:00:00;704;"ยั";2815
01.01.2012 0:00:00;5122;"ฬรา";1458
01.01.2012 0:00:00;5064;"ยั";14732
01.01.2012 0:00:00;468183;"ยั";2
01.01.2012 0:00:00;469390;"ยั";2
01.02.2012 0:00:00;942;"ฬรา";6267
01.02.2012 0:00:00;959;"สรา";1239
01.02.2012 0:00:00;5054;"ฬรา";2592
01.02.2012 0:00:00;884;"ฬรา";26948
01.02.2012 0:00:00;5079;"ฬรา";3474
01.02.2012 0:00:00;5209;"ฬรา";21112
01.02.2012 0:00:00;5245;"ฬรา";3352
01.02.2012 0:00:00;132;"ฬรา";10438
01.02.2012 0:00:00;137;"ฬรา";27118
01.02.2012 0:00:00;168;"ฬรา";6278
01.02.2012 0:00:00;186;"ยั";3044
01.02.2012 0:00:00;123;"สรา";1161
01.02.2012 0:00:00;160;"ฬรา";33951
01.02.2012 0:00:00;243;"ฬรา";2611
01.02.2012 0:00:00;466;"ฬรา";32935
01.02.2012 0:00:00;702;"ฬรา";619
01.02.2012 0:00:00;708;"สรา";328
01.02.2012 0:00:00;724;"ยั";40
01.02.2012 0:00:00;762;"สรา";6361
01.02.2012 0:00:00;825;"ยั";38
01.02.2012 0:00:00;5020;"ฬรา";35708
01.02.2012 0:00:00;5190;"ฬรา";2959
01.02.2012 0:00:00;108;"ฬรา";30364
01.02.2012 0:00:00;190;"ฬรา";28871
01.02.2012 0:00:00;294;"ยั";3514
01.02.2012 0:00:00;435;"ฬรา";22432
01.02.2012 0:00:00;460;"ยั";54
01.02.2012 0:00:00;819;"สรา";1964
01.02.2012 0:00:00;927;"สรา";34304
01.02.2012 0:00:00;5268;"ฬรา";2123
01.02.2012 0:00:00;135;"ยั";1619
01.02.2012 0:00:00;245;"ยั";22519
01.02.2012 0:00:00;280;"ยั";23
01.02.2012 0:00:00;328;"ยั";21
01.02.2012 0:00:00;762;"ยั";17736
01.02.2012 0:00:00;870;"ยั";730
01.02.2012 0:00:00;870;"ฬรา";44599
01.02.2012 0:00:00;210;"สรา";5185
01.02.2012 0:00:00;291;"ฬรา";10515
01.02.2012 0:00:00;406;"สรา";339
01.02.2012 0:00:00;475;"ฬรา";31004
01.02.2012 0:00:00;480;"ยั";3456
01.02.2012 0:00:00;485;"สรา";1490
01.02.2012 0:00:00;759;"ฬรา";19264
01.02.2012 0:00:00;969;"ยั";3473
01.02.2012 0:00:00;5050;"ฬรา";5004
01.02.2012 0:00:00;5131;"ยั";2447
01.02.2012 0:00:00;218;"ยั";2465
01.02.2012 0:00:00;411;"ฬรา";2760
01.02.2012 0:00:00;200;"สรา";1591
01.02.2012 0:00:00;247;"ยั";34
01.02.2012 0:00:00;463;"ยั";2049
01.02.2012 0:00:00;5027;"ฬรา";2970
01.02.2012 0:00:00;5075;"ฬรา";369
01.02.2012 0:00:00;5119;"ยั";2666
01.02.2012 0:00:00;5240;"ฬรา";13334
01.02.2012 0:00:00;5297;"สรา";6
01.02.2012 0:00:00;254;"ยั";9373
01.02.2012 0:00:00;851;"ยั";7502
01.02.2012 0:00:00;872;"ฬรา";3289
01.02.2012 0:00:00;912;"ฬรา";49353
01.02.2012 0:00:00;938;"ยั";8219
01.02.2012 0:00:00;270;"ฬรา";11958
01.02.2012 0:00:00;282;"ฬรา";35501
01.02.2012 0:00:00;328;"ฬรา";5992
01.02.2012 0:00:00;427;"ฬรา";415588
01.02.2012 0:00:00;435;"ยั";6
01.02.2012 0:00:00;5053;"สรา";1792
01.02.2012 0:00:00;5065;"ฬรา";25227
01.02.2012 0:00:00;5106;"สรา";886
01.02.2012 0:00:00;5203;"ยั";3020
01.02.2012 0:00:00;104;"ฬรา";20235
01.02.2012 0:00:00;188;"ยั";21648
01.02.2012 0:00:00;5107;"ยั";1
01.02.2012 0:00:00;5200;"ยั";3
01.02.2012 0:00:00;5241;"ฬรา";3104
01.02.2012 0:00:00;151;"ฬรา";22830
01.02.2012 0:00:00;479;"สรา";3415
01.02.2012 0:00:00;719;"ฬรา";3712
01.02.2012 0:00:00;177;"ฬรา";3383
01.02.2012 0:00:00;195;"ยั";8878
01.02.2012 0:00:00;220;"ยั";12
01.02.2012 0:00:00;284;"ฬรา";5905
01.02.2012 0:00:00;893;"ฬรา";5012
01.02.2012 0:00:00;931;"ยั";10809
01.02.2012 0:00:00;932;"ยั";11500
01.02.2012 0:00:00;5225;"ฬรา";4225
01.02.2012 0:00:00;189;"สรา";2842
01.02.2012 0:00:00;213;"ฬรา";4619
01.02.2012 0:00:00;155;"ยั";2838
01.02.2012 0:00:00;329;"สรา";1567
01.02.2012 0:00:00;872;"ยั";9581
01.02.2012 0:00:00;717;"ยั";74
01.02.2012 0:00:00;809;"สรา";1596
01.02.2012 0:00:00;5070;"ยั";16
01.02.2012 0:00:00;5220;"ฬรา";3409
01.01.2012 0:00:00;468168;"ยั";5
01.01.2012 0:00:00;468168;"ยั";2
01.02.2012 0:00:00;5062;"ฬรา";16511
01.02.2012 0:00:00;469057;"ยั";50
01.02.2012 0:00:00;183;"ยั";3461
01.02.2012 0:00:00;274;"ยั";24
01.02.2012 0:00:00;959;"ยั";1
01.02.2012 0:00:00;5022;"สรา";1967
01.02.2012 0:00:00;5146;"ฬรา";349
01.02.2012 0:00:00;5169;"ยั";3
01.02.2012 0:00:00;949;"ยั";15
01.02.2012 0:00:00;974;"สรา";510
01.02.2012 0:00:00;5114;"ยั";9159
01.02.2012 0:00:00;468197;"ยั";50
01.02.2012 0:00:00;100;"ยั";12800
01.02.2012 0:00:00;125;"สรา";2202
01.02.2012 0:00:00;142;"ยั";23
01.02.2012 0:00:00;172;"ยั";6923
01.02.2012 0:00:00;201;"ยั";21494
01.02.2012 0:00:00;285;"สรา";1848
01.02.2012 0:00:00;414;"ยั";21
01.02.2012 0:00:00;426;"สรา";407
01.02.2012 0:00:00;133;"ยั";3946
01.02.2012 0:00:00;480;"สรา";2899
01.02.2012 0:00:00;737;"ยั";15
01.02.2012 0:00:00;786;"ฬรา";6339
01.02.2012 0:00:00;951;"สรา";87
01.02.2012 0:00:00;497814;"ฬรา";2313
01.02.2012 0:00:00;508086;"ฬรา";169
01.02.2012 0:00:00;264;"ยั";8146
01.02.2012 0:00:00;723;"ฬรา";19014
01.02.2012 0:00:00;497;"ยั";9
01.02.2012 0:00:00;783;"ยั";32
01.02.2012 0:00:00;842;"ฬรา";50375
01.02.2012 0:00:00;5073;"สรา";1900
01.02.2012 0:00:00;718;"ยั";2671
01.02.2012 0:00:00;854;"ฬรา";18487
01.01.2012 0:00:00;5282;"สรา";1
01.02.2012 0:00:00;5070;"ยั";3436
01.02.2012 0:00:00;268;"ยั";3532
01.02.2012 0:00:00;276;"ยั";2454
01.02.2012 0:00:00;288;"ฬรา";17096
01.02.2012 0:00:00;479;"ยั";13037
01.02.2012 0:00:00;5250;"ยั";36
01.02.2012 0:00:00;5015;"ฬรา";14097
01.02.2012 0:00:00;5115;"ฬรา";32110
01.02.2012 0:00:00;5172;"ยั";20802
01.02.2012 0:00:00;859;"ฬรา";9219
01.02.2012 0:00:00;411;"ยั";9702
01.02.2012 0:00:00;752;"ยั";5766
01.02.2012 0:00:00;235;"ยั";57
01.02.2012 0:00:00;296;"ฬรา";22425
01.02.2012 0:00:00;222;"ฬรา";6543
01.02.2012 0:00:00;495;"ยั";28612
01.02.2012 0:00:00;5036;"ฬรา";6436
01.02.2012 0:00:00;5053;"ยั";14000
01.02.2012 0:00:00;5118;"ยั";294
01.02.2012 0:00:00;5335;"ยั";3751
01.02.2012 0:00:00;499898;"สรา";8
01.02.2012 0:00:00;128;"ยั";22042
01.02.2012 0:00:00;865;"ฬรา";3881
01.02.2012 0:00:00;841;"ยั";1027
01.02.2012 0:00:00;5046;"ยั";148
01.02.2012 0:00:00;5120;"ฬรา";3829
01.02.2012 0:00:00;5247;"ฬรา";4001
01.02.2012 0:00:00;871;"ยั";20951
01.02.2012 0:00:00;5020;"ยั";12000
01.02.2012 0:00:00;5033;"ฬรา";2783
01.02.2012 0:00:00;5257;"สรา";1867
01.02.2012 0:00:00;5263;"ยั";19882
01.02.2012 0:00:00;468291;"ฬรา";130
01.02.2012 0:00:00;468292;"ยั";802
01.02.2012 0:00:00;5205;"ยั";3
01.02.2012 0:00:00;5212;"ยั";2448
01.02.2012 0:00:00;496242;"สรา";243
01.02.2012 0:00:00;214;"ยั";3915
01.02.2012 0:00:00;5212;"ฬรา";4281
01.02.2012 0:00:00;130;"ยั";23
01.02.2012 0:00:00;5202;"ยั";6699
01.02.2012 0:00:00;5092;"ฬรา";3104
01.02.2012 0:00:00;266;"ยั";13418
01.02.2012 0:00:00;5174;"ฬรา";2801
01.02.2012 0:00:00;469399;"ยั";2
01.01.2012 0:00:00;853;"สรา";15
01.02.2012 0:00:00;420;"สรา";788
01.02.2012 0:00:00;5041;"ฬรา";13899
01.02.2012 0:00:00;5094;"ฬรา";5221
01.02.2012 0:00:00;468299;"สรา";136
01.02.2012 0:00:00;486;"ยั";60
01.02.2012 0:00:00;718;"ฬรา";5807
01.02.2012 0:00:00;734;"ยั";3415
01.02.2012 0:00:00;469034;"ยั";1
01.02.2012 0:00:00;876;"ฬรา";5163
01.02.2012 0:00:00;5018;"ยั";31400
01.02.2012 0:00:00;5035;"ฬรา";3980
01.02.2012 0:00:00;5048;"ยั";12193
01.02.2012 0:00:00;910;"ยั";41
01.02.2012 0:00:00;492;"ยั";40840
01.01.2012 0:00:00;5202;"ยั";1
01.01.2012 0:00:00;478806;"ยั";20
01.02.2012 0:00:00;469031;"ยั";1
01.02.2012 0:00:00;188;"ยั";46440
01.02.2012 0:00:00;293;"ยั";9802
01.02.2012 0:00:00;329;"ยั";16520
01.02.2012 0:00:00;965;"สรา";354
01.02.2012 0:00:00;223;"ยั";29
01.02.2012 0:00:00;759;"ยั";25
01.02.2012 0:00:00;5052;"ฬรา";23852
01.02.2012 0:00:00;468658;"ยั";103
01.02.2012 0:00:00;131;"ยั";33
01.02.2012 0:00:00;5036;"ยั";3863
01.02.2012 0:00:00;863;"ฬรา";4570
01.02.2012 0:00:00;938;"ฬรา";14855
01.02.2012 0:00:00;469909;"ยั";3
01.02.2012 0:00:00;5099;"ยั";21796
01.02.2012 0:00:00;144;"ยั";9190
01.02.2012 0:00:00;191;"ยั";4198
01.02.2012 0:00:00;469042;"ฬรา";178
01.02.2012 0:00:00;123;"ยั";11000
01.02.2012 0:00:00;712;"สรา";506
01.02.2012 0:00:00;5137;"ยั";330
01.02.2012 0:00:00;175;"ยั";12400
01.02.2012 0:00:00;5077;"ยั";5607
01.02.2012 0:00:00;423;"ยั";4191
01.02.2012 0:00:00;491;"ยั";88
01.02.2012 0:00:00;756;"ยั";27305
01.02.2012 0:00:00;963;"ยั";442
01.02.2012 0:00:00;496283;"ฬรา";174
01.02.2012 0:00:00;256;"ฬรา";8399
01.02.2012 0:00:00;5033;"ยั";225
01.02.2012 0:00:00;5121;"ยั";3497
01.02.2012 0:00:00;68;"ยั";25300
01.02.2012 0:00:00;249;"ยั";3067
01.02.2012 0:00:00;828;"ยั";31
01.02.2012 0:00:00;848;"ฬรา";21325
01.02.2012 0:00:00;954;"ยั";9019
01.01.2012 0:00:00;48;"ยั";3
01.02.2012 0:00:00;168;"ยั";28
01.02.2012 0:00:00;173;"ยั";17
01.02.2012 0:00:00;916;"ยั";25
01.02.2012 0:00:00;5048;"ฬรา";3093
01.02.2012 0:00:00;5302;"ฬรา";8236
01.02.2012 0:00:00;134;"ยั";17
01.01.2012 0:00:00;5046;"ยั";1306
01.01.2012 0:00:00;468326;"ยั";1
01.02.2012 0:00:00;879;"ยั";33
01.02.2012 0:00:00;894;"ยั";1029
01.02.2012 0:00:00;477868;"ฬรา";912
01.02.2012 0:00:00;5202;"ยั";18902
01.02.2012 0:00:00;469913;"ฬรา";206
01.02.2012 0:00:00;194;"ยั";25520
01.02.2012 0:00:00;259;"สรา";5
01.02.2012 0:00:00;808;"ฬรา";6793
01.02.2012 0:00:00;830;"ยั";2681
01.02.2012 0:00:00;861;"ยั";2
01.02.2012 0:00:00;5113;"ยั";24
01.02.2012 0:00:00;5217;"ยั";2410
01.02.2012 0:00:00;496736;"ฬรา";1022
01.02.2012 0:00:00;298;"ยั";3495
01.02.2012 0:00:00;854;"สรา";73
01.02.2012 0:00:00;284;"สรา";45
01.02.2012 0:00:00;5098;"สรา";17
01.02.2012 0:00:00;270;"ยั";4079
01.02.2012 0:00:00;5152;"ฬรา";4835
01.02.2012 0:00:00;420;"ยั";19
01.02.2012 0:00:00;766;"ยั";23
01.02.2012 0:00:00;5042;"ฬรา";3828
01.02.2012 0:00:00;295;"สรา";2
01.02.2012 0:00:00;5169;"ยั";3300
01.02.2012 0:00:00;5280;"ยั";2013
01.02.2012 0:00:00;164;"ยั";3872
01.02.2012 0:00:00;205;"ฬรา";5444
01.02.2012 0:00:00;293;"ยั";7
01.02.2012 0:00:00;468199;"ฬรา";747
01.02.2012 0:00:00;506993;"ฬรา";417
01.02.2012 0:00:00;163;"ยั";16
01.02.2012 0:00:00;469901;"ฬรา";13
01.02.2012 0:00:00;177;"ยั";3037
01.02.2012 0:00:00;468304;"ยั";1
01.02.2012 0:00:00;147;"ยั";8380
01.02.2012 0:00:00;5034;"ยั";4477
01.02.2012 0:00:00;779;"ฬรา";4355
01.02.2012 0:00:00;5011;"ยั";3909
01.02.2012 0:00:00;5089;"ยั";3602
01.02.2012 0:00:00;895;"ยั";1
01.02.2012 0:00:00;933;"สรา";2201
01.01.2012 0:00:00;833;"ยั";1
01.02.2012 0:00:00;5033;"ยั";2043
01.02.2012 0:00:00;468283;"ยั";12
01.01.2012 0:00:00;48;"ยั";10
01.02.2012 0:00:00;482;"ยั";2
01.02.2012 0:00:00;861;"ยั";7310
01.02.2012 0:00:00;889;"ยั";65
01.02.2012 0:00:00;928;"สรา";2
01.02.2012 0:00:00;956;"ฬรา";10025
01.02.2012 0:00:00;5105;"สรา";175
01.02.2012 0:00:00;5124;"ยั";19
01.02.2012 0:00:00;722;"ฬรา";34143
01.02.2012 0:00:00;190;"ยั";1
01.02.2012 0:00:00;159;"ยั";26820
01.02.2012 0:00:00;468323;"ฬรา";42
01.02.2012 0:00:00;469033;"สรา";105
01.02.2012 0:00:00;496285;"ฬรา";119
01.02.2012 0:00:00;163;"ยั";3446
01.02.2012 0:00:00;469420;"ยั";4
01.02.2012 0:00:00;782;"ยั";11200
01.02.2012 0:00:00;833;"ยั";19450
01.02.2012 0:00:00;5057;"ยั";3801
01.02.2012 0:00:00;5083;"ยั";42
01.02.2012 0:00:00;5069;"ฬรา";5099
01.02.2012 0:00:00;5086;"ฬรา";6060
01.02.2012 0:00:00;5252;"ยั";12
01.02.2012 0:00:00;5127;"ฬรา";4139
01.02.2012 0:00:00;5167;"ยั";3
01.01.2012 0:00:00;47;"ฬรา";4
01.01.2012 0:00:00;468276;"สรา";66
01.02.2012 0:00:00;5112;"ยั";4404
01.02.2012 0:00:00;469378;"ยั";70
01.02.2012 0:00:00;469392;"ยั";1
01.02.2012 0:00:00;772;"ยั";3059
01.02.2012 0:00:00;5012;"ยั";19
01.02.2012 0:00:00;5184;"ฬรา";17532
01.02.2012 0:00:00;149;"ยั";3861
01.02.2012 0:00:00;269;"ยั";2
01.02.2012 0:00:00;286;"ยั";17515
01.02.2012 0:00:00;808;"สรา";3
01.02.2012 0:00:00;5010;"ยั";25
01.02.2012 0:00:00;5017;"ยั";1
01.01.2012 0:00:00;5261;"ฬรา";914
01.02.2012 0:00:00;964;"สรา";37
01.02.2012 0:00:00;5104;"สรา";42
01.02.2012 0:00:00;761;"ยั";106
01.02.2012 0:00:00;5113;"ฬรา";3881
01.02.2012 0:00:00;5026;"ยั";23
01.02.2012 0:00:00;468201;"ฬรา";54
01.02.2012 0:00:00;48;"ฬรา";26
01.02.2012 0:00:00;120;"ยั";2667
01.01.2012 0:00:00;469042;"ยั";100
01.02.2012 0:00:00;706;"ยั";7
01.02.2012 0:00:00;808;"ยั";29
01.02.2012 0:00:00;849;"ยั";23400
01.02.2012 0:00:00;956;"ยั";662
01.02.2012 0:00:00;216;"ฬรา";2706
01.02.2012 0:00:00;705;"ยั";1
01.02.2012 0:00:00;775;"ยั";18
01.02.2012 0:00:00;779;"ยั";18
01.01.2012 0:00:00;477661;"ฬรา";809
01.01.2012 0:00:00;469370;"ยั";100
01.03.2012 0:00:00;778;"ยั";18
01.01.2012 0:00:00;477815;"ฬรา";170
01.01.2012 0:00:00;468314;"ฬรา";989
01.03.2012 0:00:00;5214;"ยั";247
01.01.2012 0:00:00;706;"ยั";2
01.01.2012 0:00:00;842;"ยั";1
01.01.2012 0:00:00;469914;"ยั";50
01.03.2012 0:00:00;733;"ยั";19
01.03.2012 0:00:00;778;"ยั";4408
01.01.2012 0:00:00;502539;"ยั";1
01.01.2012 0:00:00;47;"สรา";1
01.01.2012 0:00:00;5261;"สรา";14
01.03.2012 0:00:00;5074;"ยั";16
01.01.2012 0:00:00;468411;"สรา";25
01.01.2012 0:00:00;477661;"สรา";7
01.03.2012 0:00:00;468640;"สรา";41
01.02.2012 0:00:00;5055;"ฬรา";23641
01.03.2012 0:00:00;468205;"ยั";2
01.02.2012 0:00:00;5137;"ฬรา";16
01.02.2012 0:00:00;469918;"ฬรา";66
01.02.2012 0:00:00;496061;"สรา";243
01.03.2012 0:00:00;756;"สรา";500
01.01.2012 0:00:00;5180;"ยั";8039
01.03.2012 0:00:00;5140;"ยั";24
01.01.2012 0:00:00;5206;"ยั";4
01.01.2012 0:00:00;468411;"ฬรา";57
01.02.2012 0:00:00;5249;"ยั";16
01.02.2012 0:00:00;5301;"ยั";4548
01.02.2012 0:00:00;496082;"ฬรา";7624
01.02.2012 0:00:00;469048;"ยั";1
01.02.2012 0:00:00;46;"ฬรา";31
01.02.2012 0:00:00;496727;"สรา";146
01.02.2012 0:00:00;496827;"ฬรา";9
01.02.2012 0:00:00;5024;"ยั";2
01.02.2012 0:00:00;468299;"ฬรา";11
01.02.2012 0:00:00;496116;"ฬรา";1258
01.02.2012 0:00:00;5287;"ยั";52
01.02.2012 0:00:00;469399;"สรา";32
01.02.2012 0:00:00;5300;"สรา";84
01.02.2012 0:00:00;5203;"ยั";5002
01.02.2012 0:00:00;484725;"ยั";4
01.02.2012 0:00:00;5030;"ยั";5
01.02.2012 0:00:00;468404;"ฬรา";916
01.02.2012 0:00:00;496071;"สรา";88
01.02.2012 0:00:00;496240;"ฬรา";208
01.02.2012 0:00:00;5319;"ยั";14778
01.02.2012 0:00:00;120;"ยั";712
01.02.2012 0:00:00;5055;"ยั";5
01.02.2012 0:00:00;468189;"สรา";42
01.02.2012 0:00:00;5017;"ยั";11750
01.02.2012 0:00:00;5301;"ยั";2
01.02.2012 0:00:00;496116;"สรา";56
01.02.2012 0:00:00;347;"ยั";3500
01.02.2012 0:00:00;496059;"สรา";68
01.02.2012 0:00:00;5063;"ยั";70
01.02.2012 0:00:00;468198;"สรา";154
01.02.2012 0:00:00;296;"ยั";6
01.02.2012 0:00:00;898;"ยั";200
01.02.2012 0:00:00;469902;"ยั";1
01.02.2012 0:00:00;496056;"ฬรา";1564
01.02.2012 0:00:00;508222;"ฬรา";102
01.02.2012 0:00:00;423;"สรา";7
01.02.2012 0:00:00;432;"ฬรา";17652
01.02.2012 0:00:00;496058;"ฬรา";2792
01.02.2012 0:00:00;468327;"ยั";307
01.02.2012 0:00:00;469366;"สรา";18
01.02.2012 0:00:00;5015;"ยั";4
01.02.2012 0:00:00;476515;"สรา";49
01.02.2012 0:00:00;5344;"ยั";7233
01.02.2012 0:00:00;778;"สรา";2
01.02.2012 0:00:00;502539;"ยั";1
01.02.2012 0:00:00;411;"ยั";1
01.02.2012 0:00:00;5271;"ฬรา";4083
01.02.2012 0:00:00;469029;"ยั";310
01.02.2012 0:00:00;507288;"สรา";24
01.02.2012 0:00:00;292;"สรา";11
01.02.2012 0:00:00;5076;"สรา";3
01.02.2012 0:00:00;496191;"ฬรา";1266
01.02.2012 0:00:00;497476;"ฬรา";1585
01.02.2012 0:00:00;234;"สรา";2
01.02.2012 0:00:00;878;"สรา";3
01.02.2012 0:00:00;5067;"ยั";1202
01.02.2012 0:00:00;496118;"ฬรา";4078
01.02.2012 0:00:00;468310;"ยั";1
01.02.2012 0:00:00;469036;"สรา";76
01.02.2012 0:00:00;409;"ยั";1
01.02.2012 0:00:00;5071;"สรา";2
01.02.2012 0:00:00;5143;"ยั";38
01.02.2012 0:00:00;469903;"ฬรา";207
01.02.2012 0:00:00;216;"สรา";2
01.02.2012 0:00:00;5075;"สรา";2
01.03.2012 0:00:00;5300;"ยั";5258
01.03.2012 0:00:00;468169;"ยั";1
01.03.2012 0:00:00;464;"ยั";10401
01.02.2012 0:00:00;956;"ยั";1
01.02.2012 0:00:00;879;"สรา";2
01.02.2012 0:00:00;711;"ยั";1
01.03.2012 0:00:00;5368;"สรา";33
01.02.2012 0:00:00;5197;"ยั";20
01.02.2012 0:00:00;5349;"ยั";70
01.03.2012 0:00:00;279;"ยั";1625
01.02.2012 0:00:00;872;"ยั";1
01.02.2012 0:00:00;496071;"ฬรา";2220
01.02.2012 0:00:00;761;"สรา";3
01.02.2012 0:00:00;5179;"สรา";2
01.03.2012 0:00:00;5118;"สรา";2247
01.03.2012 0:00:00;248;"ยั";5609
01.03.2012 0:00:00;430;"ยั";33
01.03.2012 0:00:00;962;"ยั";7011
01.03.2012 0:00:00;969;"ยั";7009
01.03.2012 0:00:00;5020;"ยั";11693
01.03.2012 0:00:00;5251;"สรา";201
01.03.2012 0:00:00;147;"ยั";19
01.02.2012 0:00:00;499832;"ฬรา";48
01.03.2012 0:00:00;926;"ยั";13005
01.03.2012 0:00:00;270;"ยั";13151
01.03.2012 0:00:00;928;"ยั";13
01.03.2012 0:00:00;5280;"สรา";1
01.03.2012 0:00:00;5318;"ยั";394
01.03.2012 0:00:00;5330;"ยั";339
01.03.2012 0:00:00;496055;"ฬรา";167
01.02.2012 0:00:00;468309;"ฬรา";146
01.03.2012 0:00:00;430;"ยั";6819
01.03.2012 0:00:00;496126;"ฬรา";1643
01.03.2012 0:00:00;871;"ยั";9
01.03.2012 0:00:00;5092;"ฬรา";2960
01.03.2012 0:00:00;508217;"สรา";170
01.02.2012 0:00:00;468294;"ฬรา";14
01.02.2012 0:00:00;172;"สรา";11
01.03.2012 0:00:00;918;"ยั";35
01.03.2012 0:00:00;940;"ยั";25101
01.03.2012 0:00:00;5139;"ยั";23
01.03.2012 0:00:00;129;"ยั";4409
01.03.2012 0:00:00;206;"ยั";28
01.03.2012 0:00:00;469377;"สรา";96
01.03.2012 0:00:00;282;"ยั";9851
01.03.2012 0:00:00;705;"ยั";13101
01.03.2012 0:00:00;497476;"ฬรา";3935
01.03.2012 0:00:00;764;"ยั";35
01.03.2012 0:00:00;468;"ยั";7409
01.03.2012 0:00:00;767;"ยั";4808
01.03.2012 0:00:00;468168;"ยั";3
01.03.2012 0:00:00;245;"ยั";7901
01.03.2012 0:00:00;5034;"ยั";5211
01.03.2012 0:00:00;140;"ยั";9209
01.03.2012 0:00:00;471;"ยั";9
01.03.2012 0:00:00;794;"ยั";5208
01.03.2012 0:00:00;469903;"สรา";78
01.03.2012 0:00:00;5279;"ยั";1607
01.03.2012 0:00:00;5282;"ยั";1209
01.03.2012 0:00:00;136;"ยั";9217
01.03.2012 0:00:00;886;"ยั";4808
01.03.2012 0:00:00;779;"ยั";26
01.03.2012 0:00:00;978;"ยั";10012
01.03.2012 0:00:00;5252;"ยั";244
01.03.2012 0:00:00;5125;"ยั";7
01.03.2012 0:00:00;5286;"ยั";107
01.03.2012 0:00:00;181;"ยั";4439
01.03.2012 0:00:00;5164;"ยั";4010
01.03.2012 0:00:00;496082;"สรา";298
01.03.2012 0:00:00;167;"ยั";9209
01.03.2012 0:00:00;229;"ยั";34
01.03.2012 0:00:00;5098;"ยั";10
01.03.2012 0:00:00;155;"ยั";4408
01.03.2012 0:00:00;149;"ยั";17
01.03.2012 0:00:00;469036;"ยั";100
01.03.2012 0:00:00;506605;"ฬรา";543
01.03.2012 0:00:00;5129;"ยั";7
01.03.2012 0:00:00;468168;"ยั";4
01.03.2012 0:00:00;500192;"ฬรา";540
01.03.2012 0:00:00;264;"ยั";6
01.03.2012 0:00:00;146;"ยั";48
01.03.2012 0:00:00;496079;"สรา";2
01.03.2012 0:00:00;211;"ยั";6613
