id;shop;adress;format;region;city
100;100 СМ ЛП21;г. Москва, Ленинский пр-т, д. 21;Супермаркет;Московский;Москва
103;103 Минск СМ ЯК39;г. Минск, ул. Я. Коласа, 39;Супермаркет;Белорусский;Минск
104;104 Ленинский пр-т, 81;г. Москва, Ленинский пр-т, д. 81;Супермаркет;Московский;Москва
108;108 СМ ДШ37;г. Москва, Дмитровское ш., д. 37, корп. 1;Супермаркет;Московский;Москва
113;113 ТЦ «Марко Сити»;"г. Витебск, ТЦ ""Марко Сити""";Супермаркет;Белорусский;Витебск
114;114 СМ СП6;г. Москва, Смоленская пл., д. 6, стр. 1;Супермаркет;Московский;Москва
117;117 СМ НО28;г. Москва, ул. Народного Ополчения, д. 28;Супермаркет;Московский;Москва
120;"120 O'S ""Мега"" КШ41";"Московская обл., Ленинский р-н, Калужское ш. 21км., д.1, ТЦ ""Мега""";O'STIN;Московский;Москва
121;121 СМ КШ58;г. Москва, Каширское ш., д. 58, корп. 1;Супермаркет;Московский;Москва
122;122 O'STIN Ашан;"Московская обл.,Одинцовский р-н, 53 км. МКАД, ""Ашан""";O'STIN;Московский;Москва
123;123 СМ АШ79;г. Москва, Алтуфьевское ш., д. 79;Супермаркет;Московский;Москва
125;125 СМ ЛЮ128;г. Москва, ул. Люблинская, д. 128;Супермаркет;Московский;Москва
126;126 СМ ЩШ100;"г. Москва, ТЦ ""Щелково"", ул. Щелковское шоссе, д. 100";Гипермаркет;Московский;Москва
128;128 СМ ПЕ66;г. Москва, ул. Первомайская, д. 66;Супермаркет;Московский;Москва
129;"129 Химки O'S ""Лига""";"г. Химки, пер. Ленинградского ш. и Юбилейного пр-та., ТЦ ""Лига""";O'STIN;Московский;Химки
130;130 O'S ПР61;"г. Москва, ул. Профсоюзная, д.61-А, ТЦ ""Калужский""";O'STIN;Московский;Москва
131;131 O'S ПЕ43;г. Москва, ул. Перерва, д. 43, к. 1;O'STIN;Московский;Москва
132;132 O'S ДЕ12;"г. Москва, ул. Декабристов, д. 12, ТЦ ""Золотой Вавилон""";O'STIN;Московский;Москва
133;133 СМ ВШ124;"г. Москва, ТЦ ""Меркадо"", Варшавское шоссе 124";Супермаркет;Московский;Москва
134;134 O'S ДШ89;"г.Москва, Дмитровское ш., д.89, ТЦ ""XL""";O'STIN;Московский;Москва
135;135 СМ МКАД 71-й км;"МКАД 71-й км, дер. Путилково, Красногорский р-н, ТЦ ""Вэйпарк""";Супермаркет;Московский;Москва
136;"136 O'S ""Варшавский""";"г. Москва, Варшавское шоссе, д. 87, ТЦ ""Варшавский""";O'STIN;Московский;Москва
137;137 СМ ВП70;г. Москва, Волгоградский пр-т, д. 70;Супермаркет;Московский;Москва
138;138 СМ-Д Ор11;г. Москва, ул. Орджоникидзе, д. 11;Дисконт;Московский;Москва
139;139 СМ ТЦ «Мебельград»;"г. Москва, ТЦ ""Мебельград"", ул.Генерала Белова, д. 35";Супермаркет;Московский;Москва
140;140 Мега - 2, Химки;"г. Химки, микрорайон №8, ул. Ленинградская, д. 1, ""Мега""";O'STIN;Московский;Химки
142;"142 O'STIN ТЦ ""Дружба""";г.Москва,ул.Новослободская,д.4;O'STIN;Московский;Москва
143;143 СМ СБ5;г. Москва, Славянский б-р., д. 5, корп. 1;Супермаркет;Московский;Москва
144;144 СМ Подольск;г. Подольск, ул. Кирова, д. 48;Супермаркет;Московский;Подольск
145;145 СМ ДД2;г. Москва, б-р Дмитрия Донского, д. 2, корп. 1;Супермаркет;Московский;Москва
146;146 O'S Мытищи;"г.Мытищи, ул.Коммунистическая, д.1, ТЦ"" XL-3""";O'STIN;Московский;Мытищи
147;147 СМ Жуковский;г. Жуковский, ул. Гагарина, д. 51;Супермаркет;Московский;Жуковский
148;148 O'S РИО;г.Москва,ул.Большая Черемушкинская,вл.1;O'STIN;Московский;Москва
150;"150 O'S ТЦ ""REAL""";г.Москва,Проектируемый проезд 5396,владение 15;O'STIN;Московский;Москва
151;151 СМ Балашиха;г. Балашиха, ул. Победы д. 2;Супермаркет;Московский;Балашиха
153;153 СМ РИО;"г. Москва, ТЦ ""РИО"", ул Б.Черемушкинская, вл 1";Супермаркет;Московский;Москва
154;"154 O'S ""Город"" РП2";г.Москва,Рязанский проспект,вл.2;O'STIN;Московский;Москва
155;155 МКАД 87 км;"г. Москва, 87-й км. МКАД, ""Час Пик""";O'STIN;Московский;Москва
156;156 СМ ЖБ9;г. Москва, Жулебинский б-р, д. 9;Супермаркет;Московский;Москва
158;158 O'S Арсенал;г.Москва,ул.Красного маяка,вл.2;O'STIN;Московский;Москва
159;159 СМ ВШ129;г. Москва, Варшавское ш., д. 129А;Гипермаркет;Московский;Москва
160;160 СМ МИ38;"г. Москва, ТЦ ""Ковчег"", ул. Митинская, д. 36 к. 1";Супермаркет;Московский;Москва
161;"161 O'S ТРК ""Щука""";"г.Москва,ул.Щукинская,вл.42,ТРК ""Алые Паруса""";O'STIN;Московский;Москва
162;"162 O'S ТЦ""Мосмарт""";"Московская обл.,Ленинский р-н,ТЦ ""Мосмарт""";O'STIN;Московский;Москва
163;"163 O'S ТЦ""Бауманский""";"г. Москва, ул. Бауманская, д. 32, стр. 2, БЦ ""Елоховский пассаж""";O'STIN;Московский;Москва
164;164 O'S ДУ34/29;"г. Москва, Митино, ул. Дубравная, д.34/29, ТРЦ ""Ладья""";O'STIN;Московский;Москва
165;165 O'S Сергиев Посад;"г.Сергиев Посад, ул.Вознесенская, д.28, ТРЦ ""Счастливая 7я""";O'STIN;Московский;Сергиев Посад
166;166 СМ Коломна;г. Коломна, ул. Зайцева, д. 23;Супермаркет;Центральный;Коломна
167;167 O'S Зеленоград;г.Зеленоград, Крюковская пл., д.1, ТЦ «ИРИДИУМ»;O'STIN;Московский;Зеленоград
168;"168 O'S ТЦ""Тройка""";"г.Москва, ул.Гаврикова, вл.3, ТЦ ""Тройка""";O'STIN;Московский;Москва
169;"169 O'S ""Белая Дача""";"Московская обл., Люберецкий р-н, г. Котельники, микрорайон ""Белая Дача""";O'STIN;Московский;Москва
170;170 O'S-Д Ор11;г. Москва, ул. Орджоникидзе, д. 11;O'STIN Дисконт;Московский;Москва
171;171 СМ ТЦ«Савеловский»;"г. Москва, ул. Сущевский Вал, д. 5, стр. 20, ТЦ ""Савеловский""";Дисконт;Московский;Москва
172;"172 O'S ТРЦ""Облака""";"г.Москва, Ореховский бул., д.22, ТРЦ ""Облака""";O'STIN;Московский;Москва
173;"173 O'S ""Ереван Плаза""";"г.Москва, ул.Большая Тульская, д.13, ТРЦ ""Ереван Плаза""";O'STIN;Московский;Москва
174;"174 O'S ТЦ""Мираж""";"г.Москва, Волгоградский пр-т, д. 125, ТЦ ""Мираж""";O'STIN;Московский;Москва
175;175 СМ ТЦ«Столица»;"г. Москва, Солцевский пр-т, д. 21, ТЦ ""Столица""";Супермаркет;Московский;Москва
176;"176 O'S ТЦ""Столица""";"г. Москва, Солнцевкий пр-т, д.21, ТЦ ""Столица""";O'STIN;Московский;Москва
177;"177 O'S ТЦ""Сокольники""";"г. Москва, ул. Русаковская, вл. 37-39, ТЦ ""Сокольники""";O'STIN;Московский;Москва
178;178 СМ Орехово-Зуево;"г. Орехово-Зуево, ул. Ленина, д. 78, ТЦ ""Орех""";Супермаркет;Центральный;Орехово-Зуево
180;"180 O'S ТЦ""AST""";"г. Москва, Измайловское ш., д. 71, ТЦ ""AST""";O'STIN Дисконт;Московский;Москва
181;"181 Клин O'S ТЦ""Дарья""";"г.Клин, ул.Карла Маркса, д.4, ТЦ ""Дарья""";O'STIN;Московский;Клин
182;"182 O'S ТЦ""РИО""";"г.Москва, Дмитровское ш., 163а, ТЦ ""РИО""";O'STIN;Московский;Москва
183;183 O'S Жулебино;г.Москва, Хвалынский б-р 7/11 корп.1;O'STIN;Московский;Москва
184;184 Орех-Зуево O'S Орех;"г.Орехово-Зуево, ул.Ленина, д.78, ТЦ""Орех""";O'STIN;Московский;Орехово-Зуево
185;185 СМ ТРЦ «РИО»;"г. Москва, Дмитровское ш., вл. 163а, д. 16, ТРЦ ""РИО""";Супермаркет;Московский;Москва
186;"186 O'S ТЦ ""Мегаполис""";"г. Москва, пр-т Андропова, вл. 4-10, ТЦ ""Мегаполис""";O'STIN;Московский;Москва
188;188 СМ КШ Мега;"МКАД 41-й км., Ленинский р-н, Калужское ш., д.1, ТЦ ""Мега""";Супермаркет;Московский;Москва
189;189 Котельники СМ БД;"МКАД 14-й км., г. Котельники, Покровский пр-д, д. 4, м-н ""Белая Дача"", ТЦ ""Мега""";Супермаркет;Московский;Москва
190;190 Химки СМ ТЦ«Лига»;"г. Химки, Ленинградское ш., вл. 5, ТЦ ""Лига""";Супермаркет;Московский;Химки
191;191 СМ РП2 ТЦ«Город»;"г. Москва, Рязанский пр-т, вл. 2, ТЦ ""Город""";Супермаркет;Московский;Москва
192;192 СМ МП ТЦ«Фестиваль»;"г. Москва, Мичуринский пр-т, Олимпийская деревня, д. 3, корп. 1, ТЦ ""Фестиваль""";Супермаркет;Московский;Москва
193;193 ТК «Час Пик»;"г.Москва, МКАД 87-й км., ТК ""Час Пик""";Супермаркет;Московский;Москва
194;194 Химки СМ ТЦ«МЕГА2»;"г. Химки, м-н №8, ул. Ленинградская, д. 1, ТЦ ""МЕГА2""";Супермаркет;Московский;Химки
195;195 СМ ТЦ «Дружба»;"г. Москва, ул. Новослободская, д. 4, ТЦ ""Дружба""";Супермаркет;Московский;Москва
196;196 МКАД 71 км;"МКАД 71-й км, дер. Путилково, Красногорский р-н, ТЦ ""Вэйпарк""";O'STIN;Московский;Москва
197;197 ТЦ «Вэймарт»;"МКАД 26-й км., Московская обл., Ленинский р-н, ТЦ ""Вэймарт""";Супермаркет;Московский;Москва
200;200 Люберцы СМ Светофор;"г. Люберцы, ул. Побратимов, вл. 12 А, ТЦ ""Светофор""";Супермаркет;Московский;Люберцы
201;201 СМ ТЦ«Метрополис»;"г. Москва, Ленинградское ш., д.16, ТРК ""Метрополис""";Супермаркет;Московский;Москва
202;202 Люберцы O'S Светофо;"г.Люберцы, ул.Побратимов, вл. 12 А ТЦ ""Светофор""";O'STIN;Московский;Люберцы
203;203 Иваново O'S СГород;"г. Иваново, ул. 8 Марта, д. 32, ТЦ ""Серебряный Город""";O'STIN;Северо-центральный;Иваново
204;204 Кострома O'S Коллаж;Костромская обл., п.Караваево, Красносельское ш., д.1, ТРК «Коллаж»;O'STIN;Северо-центральный;Кострома
205;205 Ярославль O'S Верни;"Ярославская обл., пос.Нагорный, ул.Дорожная, д.6-а, ТЦ""Вернисаж""";O'STIN;Северо-центральный;Ярославль
206;206 Н.Новгород O'S Мега;"Нижегородская обл., Кстовский р-н, с.Федяково, ТЦ ""МЕГА""";O'STIN;Северо-центральный;Нижний Новгород
207;207 Бийск СМ;"г. Бийск, ул. Советская, д. 205/2, ТРЦ ""Ривьера""";Супермаркет;Сибирский;Бийск
208;208 Ярославль O'S Европ;"г.Ярославль, ул.Свободы, д.1/2, ТЦ ""Европа""";O'STIN;Северо-центральный;Ярославль
209;209 Воронеж O'S ТРЦГрад;г. Воронеж, Рамонский р-он, поселок Солнечный, ул. Парковая, д.3 , ТРЦ «Град»;O'STIN;Южно-центральный;Воронеж
210;210 СПб СМ Галерея;"г. Санкт-Петербург, Лиговский пр-т, д. 30а, ТЦ ""Галерея""";Супермаркет;Северо-Западный;Санкт-Петербург
211;211 O'S Бутырская,4;г.Москва, ул. Бутырская, д.4, стр.1;O'STIN;Московский;Москва
212;"212 Обнинск O'S ТЦ""ТП""";"г.Обнинск, пр-т Маркса, мкр.51а, д.45, ТЦ""Триумф Плаза""";O'STIN;Южно-центральный;Обнинск
213;213 Кисловодск O'S П27;"г.Кисловодск, Первомайский пр-т, д.27, ТЦ""Универмаг""";O'STIN;Южный;Кисловодск
214;214 Мурманск O'S Л74;г.Мурманск, ул.Ленина, д.74;O'STIN;Северо-Западный;Мурманск
215;215 Новосиб O'S SunSity;"г. Новосибирск, пл. К. Маркса, д. 7, ТЦ ""SunSity""";O'STIN;Сибирский;Новосибирск
216;"216 Вологда O'S ""Форум""";"г.Вологда, ул.Ленинградская, д.100, ТЦ""Форум""";O'STIN;Северо-центральный;Вологда
218;218 Таганрог O'S П78;г.Таганрог, ул.Петровская, д.78;O'STIN;Южный;Таганрог
219;219 Нальчик O'S Галерея;"г. Нальчик, ул. Кирова, д. 1Д, ТЦ ""Галерея""";O'STIN;Южный;Нальчик
220;220 Улан-Удэ O'S Л40;г. Улан-Удэ, ул. Ленина, д. 40;O'STIN;Сибирский;Улан-Удэ
221;221 Томск O'S;"г. Томск, ул. Учебная, д. 48Д, ТЦ ""Смайл Сити""";O'STIN;Сибирский;Томск
222;222 Омск O'S Дисконт;"г. Омск, ул. Дианова, д. 14, ТЦ ""АТ-Маркет""";O'STIN Дисконт;Сибирский;Омск
223;223 СПб O'S НП114;"г. Санкт-Петербург, Невский пр-т, д.114, ТЦ ""Невский Центр""";O'STIN;Северо-Западный;Санкт-Петербург
224;224 Сургут O'S Вершина;"г.Сургут, ул.Генерала Иванова, д.1, ТЦ""Вершина""";O'STIN;Уральский;Сургут
225;225 Ижевск O'S П206;г.Ижевск, ул.Пушкинская, д.206;O'STIN;Уральский;Ижевск
227;227 Пенза O'S М37;"г.Пенза, ул.Московская, д.37, ТЦ""Высшая Лига""";O'STIN;Приволжский;Пенза
228;228 Новосибирск O'S В5;"г. Новосибирск, ул. Военная, д. 5, ТРЦ ""Аура""";O'STIN;Сибирский;Новосибирск
229;229 Астрахань O'S Б25;"г.Астрахань, ул.Боевая, д.25, ТЦ""Алимпик""";O'STIN;Южный;Астрахань
230;230 Нижнекамск O'S;"г. Нижнекамск, пр. Химиков, д. 18, ТРЦ ""Сити Молл""";O'STIN;Приволжский;Нижнекамск
234;234 Тула O'S М62;"г.Тула, ул.Металургов, д.62, ТЦ ""Демидовский""";O'STIN;Северо-центральный;Тула
235;235 Кемерово O'S МП2;"г. Кемерово, Молодёжный пр-т, д. 2, ТРЦ ""Гринвич""";O'STIN;Сибирский;Кемерово
236;236 Курган O'S ТЦ ГCити;"г. Курган, ул. Коли Мяготина, д. 8, ""Гипер Сити""";O'STIN;Уральский;Курган
238;238 Красноярск O'S Июнь;"г. Красноярск, ул. Партизана Железняка, д. 23, ТЦ ""Июнь""";O'STIN;Сибирский;Красноярск
239;239 Энгельс O'S;"г.Энгельс, пл.Ленина, д.4, ТЦ ""Лазурный""";O'STIN;Приволжский;Энгельс
240;"240 Пермь O'S ""Шоколад""";"г.Пермь, ул.Героев Хасана, д.105, ТРК ""Шоколад""";O'STIN;Уральский;Пермь
241;241 Альметьевск O'S;"г.Альметьевск, ул.Ленина, д.100, ТРЦ ""Панорама""";O'STIN;Приволжский;Альметьевск
242;242 Нижний Тагил СМ;г. Нижний Тагил, ул. Газетная, д. 9;Супермаркет;Уральский;Нижний Тагил
244;244 Дзержинск СМ;"г. Дзержинск, ТЦ ""Дзержинец"", пр-т Ленина д. 66";Супермаркет;Центральный;Дзержинск
245;245 Волжский СМ;"г. Волжский, ул. Александрова, д. 18а, ТРК ""Волга Молл""";Супермаркет;Южный;Волжский
246;246 Саранск O'S;г.Саранск, ул.Ленина, д.3;O'STIN;Приволжский;Саранск
247;"247 Волгоград O'S ТЦ""В""";г.Волгоград, пер. ул.Рабоче-Крестьянская и ул.Ким;O'STIN;Южный;Волгоград
248;"248 Волжский O'S ""ВМ""";г. Волжский, ул Александрова, 18а;O'STIN;Южный;Волжский
249;249 Новосибирск O'S 238;"г. Новосибирск, ул.Фрунзе, д. 238, ТЦ ""Сибирский Молл""";O'STIN;Сибирский;Новосибирск
250;"250 Пенза O'S ТЦ""Цум""";"г.Пенза, ул.Кирова, д.73, ТЦ ""ЦУМ""";O'STIN;Приволжский;Пенза
251;251 Брянск O'S Бум Сити;"г.Брянск, ул. 3-го Интернационала, д.8, ТЦ ""Бежецкий""";O'STIN;Южно-центральный;Брянск
253;253 СПб O'S Т21;"г.Санкт-Петербург, Московский район, ул.Типанова, д.21, ТК ""Питер""";O'STIN;Северо-Западный;Санкт-Петербург
254;254 Краснодар СМ Ста178;"г. Краснодар, ТЦ ""Галактика"", ул. Стасова, 178-180/1";Гипермаркет;Южный;Краснодар
255;255 Дзержинск O'S ПЛ66;г.Дзержинск, пр-т Ленина, д.66;O'STIN;Северо-центральный;Дзержинск
256;256 Стерлитамак O'S Фаб;г.Стерлитамак, ул.Худайбердина, д.120;O'STIN;Уральский;Стерлитамак
257;"257 Астана ""Керуен"" O'S";г.Астана, ул. Достык, д.9, ТРЦ «Керуен»;O'STIN;Казахстанский;Астана
258;258 Волгоград O'S Европ;"г.Волгоград, пр-т Ленина, д.54 ""Б""";O'STIN;Южный;Волгоград
259;259 Н.Новгород O'S Фант;"г.Нижний Новгород, ул.Родионова, д.187В, ТРЦ ""Фантастика""";O'STIN;Северо-центральный;Нижний Новгород
263;263 Чебоксары O'S;г.Чебоксары, ул.Калинина, д.105-А, ТК Мега Молл;O'STIN;Приволжский;Чебоксары
264;264 Н.Н. СМ Фантастика;"г. Нижний Новгород, ул. Родионова, д. 187В, ТЦ ""Фантастика""";Супермаркет;Центральный;Нижний Новгород
266;266 Ростов СМ ТЦ«ЗВ»;"г. Ростов-на-Дону, ул. Малиновского, д. 25, ТЦ ""Золотой Вавилон""";Супермаркет;Южный;Ростов-на-Дону
268;268 Ижевск O'S Талисман;"г.Ижевск, пересечение ул.Пушкинской и ул.Холмогорова, ТРЦ ""Талисман""";O'STIN;Уральский;Ижевск
269;269 Энгельс СМ Лазурный;"г. Энгельс, пл. Ленина, д. 4, ТЦ ""Лазурный""";Супермаркет;Приволжский;Энгельс
270;270 Ставрополь СМ-Гипер;г. Ставрополь, ул. Кулакова, д. 17 а;Гипермаркет;Южный;Ставрополь
271;271 Ульяновск O'S Самол;"г.Ульяновск, Ульяновский пр-т, д.1, ТК ""Самолёт""";O'STIN;Приволжский;Ульяновск
272;272 Волгоград СМ Европа;"г. Волгоград, пр-т Ленина, д. 54 Б, ТЦ ""Европа Сити Молл""";Супермаркет;Южный;Волгоград
273;273 Шахты O'S;"г.Шахты, пер. Кр. Шахтер, д.38, ТЦ ""Максимум""";O'STIN;Южный;Шахты
274;274 СПб O'S ФеличитаПио;"г.Санкт-Петербург,Приморский район,пр-т Испытателей, д.5,лит.А, корпус 2, ТРК ""Сити Молл""";O'STIN;Северо-Западный;Санкт-Петербург
276;276 Сызрань O'S;"г.Сызрань, просп. 50 лет Октября, д.54а, ТЦ ""Монгора""";O'STIN;Приволжский;Сызрань
278;278 ТЦ «Джаzz»;"г. Каменск-Уральский, пр-т Победы, д. 51А, ТЦ ""Джаzz""";Супермаркет;Уральский;Каменск-Уральский
279;279 O'S Долгопрудный;"г. Долгопрудный, Лихачевский пр-т, д. 64, ТРЦ ""Конфитюр""";O'STIN;Московский;Долгопрудный
280;280 Белгород O'S МодБул;"г. Белгород, ул. Костюкова, д. 39 ТЦ ""Модный Бульвар""";O'STIN;Южно-центральный;Белгород
281;281 Нижний Тагил O'S;г. Нижний Тагил, пр-т Ленина, д. 46;O'STIN;Уральский;Нижний Тагил
282;282 Волгоград СМ У105;г. Волгоград, пр-т Университетский, д. 105;Гипермаркет;Южный;Волгоград
283;283 ул. Ленина, 27;г. Салават, ул. Ленина, д. 27;Супермаркет;Уральский;Салават
284;284 Иркутск O'S;"г. Иркутск, ул. Сергеева, д. 3, ТРЦ ""Jam Молл""";O'STIN;Сибирский;Иркутск
285;285 Новосиб СМ Шев-ко17;г. Новосибирск, ул. Шевченко, д. 17/1;Гипермаркет;Сибирский;Новосибирск
286;286 Пятигорск СМ Обье45;г. Пятигорск, ул. Объездная, д.45, лит.А;Гипермаркет;Южный;Пятигорск
288;288 Краснодар O'S Галер;"г. Краснодар, ул. В. Головатого, д. 313, ТРЦ ""Галерея Краснодар""";O'STIN;Южный;Краснодар
289;"289 Омск O'S СТК ""Мега""";"г. Омск, ул. Бульвар Архитекторов, д. 35, СТК ""Мега""";O'STIN;Сибирский;Омск
290;290 Караганда O'S СитиМ;"г.Караганда, пр. Бухар-Жырау, д.59/2, ТРЦ ""Сити-Молл""";O'STIN;Казахстанский;Караганда
291;291 Нижнев-к O'S Подсол;"г.Нижневартовск, ул.Интернациональная, д.73, ТРЦ ""Подсолнух""";O'STIN;Уральский;Нижневартовск
292;"292 Липецк O'S ТЦ""Молл""";"г.Липецк, ул.Терешковой, вл.22, ТЦ""Молл""";O'STIN;Южно-центральный;Липецк
293;293 Омск СМ ТЦ«Мега»;"г. Омск, б-р Архитекторов, д. 35, ТЦ ""Мега""";Супермаркет;Сибирский;Омск
294;294 Волгоград O'S ПХаус;"г. Волгоград, пр-т 30-ти летия Победы, ТЦ ""ПаркХаус""";O'STIN;Южный;Волгоград
295;295 Чебоксары O'S Каска;"г. Чебоксары, Президентский б-р, д.20, ТРЦ ""Каскад""";O'STIN;Приволжский;Чебоксары
296;296 Пенза СМ;"г. Пенза, ТЦ ""Сан и Март"", ул. Плеханова, д. 19";Супермаркет;Приволжский;Пенза
298;298 Ростов-на-Д O'S ЗВ;"г.Ростов-на-Дону, Малиновского д.25, ТЦ ""Золотой Вавилон""";O'STIN;Южный;Ростов-на-Дону
299;299 Екатеринбург O'S КМ;"г. Екатеринбург, ул. Дублер Сибирского тракта, д. 2, ТРЦ ""КомсоМолл""";O'STIN;Уральский;Екатеринбург
323;323 O'S+O'N Р62;"г.Москва,Рублевское шоссе,д.62, МТК""Европарк""";O'STIN;Московский;Москва
327;327 СМ Мытищи;г. Мытищи, Ярославское ш. 21-й км, д. 103;Гипермаркет;Московский;Мытищи
328;"328 O'S ТЦ""Спектр""";"г. Москва, ТРЦ ""Спектр"", Новоясеневский пр-т, д.1";O'STIN;Московский;Москва
329;329 СМ ТЦ«Филион»;"г. Москва, Багратионовский пр-д, вл.5, ТЦ ""Филион""";Супермаркет;Московский;Москва
358;358 СС Л128 Сервис;г. Москва, ул. Люблинская, д. 128;Сервис;Московский;Москва
400;400 СПб СМ МП10;г. Санкт-Петербург, Московский пр-т, д. 10-12;Супермаркет;Северо-Западный;Санкт-Петербург
402;402 СПб СМ СП5;г. Санкт-Петербург, Среднеохтинский пр-кт, д. 5;Супермаркет;Северо-Западный;Санкт-Петербург
404;404 СПб СМ ПЭ27;г. Санкт-Петербург, пр-т Энгельса, д. 27;Супермаркет;Северо-Западный;Санкт-Петербург
406;406 СПб СМ ГП31;г. Санкт-Петербург, Гражданский пр-т, д. 31;Супермаркет;Северо-Западный;Санкт-Петербург
410;410 СП - Меркурий;"г. Санкт-Петербург, ул. Савушкина, д. 141, ТРК ""Меркурий""";Супермаркет;Северо-Западный;Санкт-Петербург
411;411 СПб СМ ИВ6;г. Санкт-Петербург, Ивановская ул., д. 6, лит. А;Супермаркет;Северо-Западный;Санкт-Петербург
412;412 СПб СМ АП5;г. Санкт-Петербург, ул. Академика Павлова, д. 5, лит. В;Супермаркет;Северо-Западный;Санкт-Петербург
413;413 СПб СМ-Д;"г. Санкт-Петербург, пл. Стачек, д. 7, ТК ""Галерея 1814""";Дисконт;Северо-Западный;Санкт-Петербург
414;414 СПб O'S ЛП;г.Санкт-Петербург,бульвар Новаторов,д.11,корп.2,лит.А;O'STIN;Северо-Западный;Санкт-Петербург
415;415 СПб O'S ПР48/50;г.Санкт-Петербург,ул.Пражская,д.48/50;O'STIN;Северо-Западный;Санкт-Петербург
418;418 Псков O'S ТЦ ЦУМ;"г. Псков, ул.Советская, д.13 (Октябрьская площадь), ТЦ ""ЦУМ""";O'STIN;Северо-Западный;Псков
420;420 Ростов СМ ВП59;г. Ростов-на-Дону, Ворошиловский пр-т, д. 59;Супермаркет;Южный;Ростов-на-Дону
421;421 Ростов СМ ПН30;"г. Ростов-на-Дону, ТВЦ ""Роствертол"", ул. пр-т Михаила Нагибина д.30";Дисконт;Южный;Ростов-на-Дону
423;423 Ростов O'S Горизонт;"г.Ростов-на-Дону, пр.Нагибина, д.32, ТРЦ ""Горизонт""";O'STIN;Южный;Ростов-на-Дону
425;425 Ставрополь СМ ДО11;г. Ставрополь, ул. Доваторцев, д. 11-А;Супермаркет;Южный;Ставрополь
426;426 Краснодар СМ СЕ438;г. Краснодар, ул. Северная, д. 438;Супермаркет;Южный;Краснодар
430;430 Волгоград СМ 30ЛП21;"г. Волгоград, б-р 30-летия Победы, ТРК ""Парк Хаус""";Супермаркет;Южный;Волгоград
431;431 Волгоград O'S Диама;г.Волгоград, пл. Дзержинского, д.1Б, ТРК «Диамант»;O'STIN;Южный;Волгоград
432;432 Краснодар O'S Д100;г. Краснодар, ул. Покрышкина, д. 34;O'STIN;Южный;Краснодар
433;"433 Аксай O'S ТЦ""Мега""";"г.Аксай, ТЦ""Мега"", пр-т Аксайский, д. 23, М4 ""Дон"" 1056-й км";O'STIN;Южный;Ростов-на-Дону
435;435 Саратов СМ ЧЕ94;г. Саратов, ул. Чернышевского, д. 94;Супермаркет;Приволжский;Саратов
441;441 Киев СМ ЛУ28;м.Київ, бул. Лесi Українки, буд. 28;Супермаркет;Украинский;Киев
444;444 Киев СМ БЦУ;м.Київ, пл. Перемоги, буд. 3;Супермаркет;Украинский;Киев
445;445 ТЦ «Глобус»;"м-н Незалежностi, ТЦ ""Глобус""";Супермаркет;Украинский;Киев
446;446 Донецк СМ ИЛ9;м.Донецьк, пр-т Iллiча, буд. 9;Супермаркет;Украинский;Донецк
448;448 Днепр-ск СМ ЧК12;м.Днiпропетровськ, вул. Чкалова, буд. 12а;Супермаркет;Украинский;Днепропетровск
449;449 Донецк СМ ЛП11;м.Донецьк, пр-т Ленiнський, буд. 11б;Супермаркет;Украинский;Донецк
451;451 Киев СМ БА14;м.Київ, пр-т Бажана, буд. 14а;Супермаркет;Украинский;Киев
452;452 Харьков СМ ЛП24/1;м.Харкiв, пр-т Ленiна, буд. 24;Супермаркет;Украинский;Харьков
453;453 Кривой Рог СМ ЛЕ37;м.Кривий Рiг, вул. Лермонтова, буд. 37;Супермаркет;Украинский;Кривой Рог
455;455 Одесса СМ ЕК90;м.Одеса, вул. Катерининська, буд. 90;Супермаркет;Украинский;Одесса
456;456 Харьков СМ КШ26;м.Харкiв, Червоношкiльна набережна, буд. 26-А;Супермаркет;Украинский;Харьков
458;458 Киев СМ ОП;м.Київ, Оболонський проспект, буд. 1-Б;Гипермаркет;Украинский;Киев
459;459 Киев СМ-Д МП11А;"м. Київ, ТЦ ""Альта Центр"", пр-т. Московский, буд. 11а";Дисконт;Украинский;Киев
460;460 СМ-Самара;"г. Самара, МТЦ ""Парк Хаус"", Московское шоссе, 81А";Супермаркет;Приволжский;Самара
463;463 Самара O'S МШ25;"г.Самара, Московское ш.18 км., д.25В блок № 2, ТРЦ ""Мегакомплекс Московский""";O'STIN;Приволжский;Самара
464;464 Самара СМ ЛП3;г. Самара, пр-т Ленина, д. 3;Супермаркет;Приволжский;Самара
465;465 Тольятти СМ  РЕ42;г. Тольятти, ул. Революционная, д. 42;Супермаркет;Приволжский;Тольятти
466;466 Тольятти СМ АШ;"г. Тольятти, Автозаводское ш., д. 6, ТЦ ""Парк Хаус""";Супермаркет;Приволжский;Тольятти
468;468 Тольятти O'S ТЦРнаВ;г.Тольятти,ул.Революционная,д.52а;O'STIN;Приволжский;Тольятти
470;470 СМ-Нижний Новгород;"г. Нижний Новгород, ТЦ ""Этажи"", ул. Белинского, д.61";Супермаркет;Центральный;Нижний Новгород
471;471 Н.Н. СМ МЕГА Фед-во;"Нижегородская обл., Кстовский р-н, с.Федяково, ТЦ ""МЕГА""";Супермаркет;Центральный;Нижний Новгород
475;475 Уфа СМ ПО4;"г. Уфа,пр-т Октября, д. 4а, ЦТиР ""Мир""";Супермаркет;Уральский;Уфа
