id;shop;adress;format;region;city
5443;5443 Кривой рог СМ 30лП;м. Кривий Ріг, пл. 30-річчя Перемоги, б.1;Супермаркет;Украинский;Кривой Рог
5444;5444 Зеленоград СМ Ольга;"г. Зеленоград, Панфиловский пр-т, корп. 1104, ТЦ ""Ольга""";Супермаркет;Московский;Зеленоград
5445;5445 Зеленог. СМ Столица;"г. Зеленоград, 14-й мкрн., корп. 1446, ТЦ ""Столица""";Супермаркет;Московский;Зеленоград
5446;5446 ТРЦ «Мармелад»;"г. Таганрог, пл. Мира, д. 7, ТРЦ ""Мармелад""";Супермаркет;Южный;Таганрог
5447;5447 Серов СМ Каквинская;г. Серов, ул. Каквинская, д. 30;Супермаркет;Уральский;Серов
5448;5448 Оренбург СМ «Север»;"г. Оренбург, пр-т Дзержинского, д. 23, ТРЦ ""Север""";Супермаркет;Приволжский;Оренбург
5449;5449 Альметьевск СМ Л128;г. Альметьевск, ул. Ленина, д. 128;Супермаркет;Приволжский;Альметьевск
5450;5450 Новокузнецк СМ «СГ»;"г. Новокузнецк, ул. Рихарда Зорге, д. 17, ТЦ ""Сибирский городок""";Супермаркет;Сибирский;Новокузнецк
5451;5451 Канск O'S 40 лет О;"г. Канск, ул. 40- летия Октября, д. 62, ТЦ ""Порт Артур""";O'STIN;Сибирский;Канск
5452;5452 Саранск СМ ТЦ «Рио»;"г. Саранск, ул. Советская, д. 55А, ТЦ ""Рио""";Супермаркет;Приволжский;Саранск
5453;"5453 Винница O'S ТЦ ""М""";"м. Вінниця, вул. Козицького, буд. 51, ТЦ ""Sky Park""";O'STIN;Украинский;Винница
5454;"5454 Химки O'S ТЦ ""Лига""";"г. Химки, Ленинградское ш., владение 5, ТЦ ""Лига""";O'STIN;Московский;Химки
5455;5455 O'S Александр Лэнд;"г. Москва, ул. Пришвина, д. 22, ТЦ ""Александр Лэнд""";O'STIN;Московский;Москва
5456;5456 ул.Толи Би, 296;г. Алматы, ул.Толи Би, д. 296;Супермаркет;Казахстанский;Алматы
5457;"5457 Симферополь O'S ""Ц""";"м. Сімферополь, вул. Севастопольська, буд. 62, ТК ""Центрум""";O'STIN;Украинский;Симферополь
5458;5458 ТЦ «АВАНГАРД»;"г. Ханты-Мансийск, ул. Энгельса, д. 43, ТЦ ""АВАНГАРД""";Супермаркет;Уральский;Ханты-Мансийск
5459;5459 ул. Суворова, 19;г. Хабаровск, ул. Суворова, д. 19;Супермаркет;Дальневосточный;Хабаровск
5460;5460 Краснореченская, 94;г. Хабаровск, ул. Краснореченская, д. 94;Гипермаркет;Дальневосточный;Хабаровск
5461;5461 Хабаровск СМ КЮЧ44;г. Хабаровск, ул. Ким Ю Чена, д. 44;Супермаркет;Дальневосточный;Хабаровск
5462;5462 Зеленогорск O'S СГ;"г. Зеленогорск, ул. Песчаная, д. 2, Лит. Б, ТЦ ""Сибирский Городок""";O'STIN;Сибирский;Зеленогорск
5463;5463 Борщагівська, 154;м. Київ, вул. Борщагівська, буд. 154;Супермаркет;Украинский;Киев
5464;5464 Нижневартовск СМ Ч;г. Нижневартовск, ул. Чапаева, д. 40;Супермаркет;Уральский;Нижневартовск
5465;5465 Медведковский;"г. Москва, ул. Широкая, д. 13А, ТЦ ""Медведковский""";O'STIN;Московский;Москва
5466;5466 Петропавловск СМ КС;"г. Петропавловск, ул. К. Сутюшева, д. 58 Б, ТЦ ""Рахмет""";Супермаркет;Казахстанский;Петропавловск
5467;5467 Глазов СМ Сов34;г. Глазов, ул. Советская, д. 34;Супермаркет;Уральский;Глазов
5468;5468 Вологда СМ Панорама;"г. Вологда, ул. Чехова, д. 27, ТЦ ""Панорама""";Супермаркет;Центральный;Вологда
5470;5470 Екатеринбург СМ К98;г. Екатеринбург, пр-т Космонавтов, д. 98 Б;Супермаркет;Уральский;Екатеринбург
5471;"5471 Сургут O'S ТЦ""ССМ""";"г. Сургут, Югорский тракт, д.38, ТЦ ""Сургут Сити Молл""";O'STIN;Уральский;Сургут
5472;5472 Красногорск O'S СР;"г. Красногорск, ул. Ленина, д. 35, ТЦ ""Солнечный Рай""";O'STIN;Московский;Красногорск
5473;5473 Пенза СМ ТЦ Коллаж;"г. Пенза, пр-т Строителей, д. 1В, ТРК ""Коллаж""";Супермаркет;Приволжский;Пенза
5474;5474 СМ ТЦ «Ясенево»;"г. Москва, Литовский б-р, д. 22, ТЦ ""Ясенево""";Супермаркет;Московский;Москва
5475;5475 Кам_Ур O'S Победы31;г. Каменск-Уральский, пр-т Победы, д. 31;O'STIN;Уральский;Каменск-Уральский
5476;5476 Кстово O'S Восторг;"г. Кстово, ул. Зелёная, д. 24, ТРЦ ""Восторг""";O'STIN;Северо-центральный;Кстово
5477;5477 Саров СМ ТЦ«Атом»;"г. Саров, ул. Силкина, д. 31, ТЦ ""Атом""";Супермаркет;Центральный;Саров
5478;5478 Смоленск СМ Галакт.;"г. Смоленск, ул. Новомосковская, д. 2/8, ТЦ ""Галактика""";Супермаркет;Центральный;Смоленск
5479;5479 Лыткарино O'S Весна;"г. Лыткарино, ул. Парковая, стр. 2, ТРЦ ""Весна""";O'STIN;Московский;Лыткарино
5480;"5480 СМ ТЦ ""Виктория""";"г. Москва, ТЦ ""Виктория"", ул. Адмирала Лазарева, 2";Супермаркет;Московский;Москва
5481;"5481 Орск O'S ТЦ ""ЦУМ"" К";"г. Орск, ул. Васнецова, д. 16, ТЦ ""ЦУМ""";O'STIN Kids;Приволжский;Орск
5482;"5482 Абакан O'S ""Калина""";"г. Абакан, ул. Некрасова, д. 31 А, ТЦ ""Калина""";O'STIN;Сибирский;Абакан
5483;5483 Нефтекамск O'S Л21;г. Нефтекамск, ул. Ленина, д. 21;O'STIN;Уральский;Нефтекамск
5484;5484 Зл O'S Панфиловский;"г. Зеленоград, Панфиловский пр-т, д. 6а, ТЦ ""Панфиловский""";O'STIN;Московский;Зеленоград
5485;5485 Челябинск O'S Урал;"г. Челябинск, ул. Воровского, д. 6, ТЦ ""Урал""";O'STIN Дисконт;Уральский;Челябинск
5486;5486 Ростов-на-Д O'S Вав;"г. Ростов-на-Дону, пр-т Космонавтов, д. 2/2, ТРК ""Вавилон""";O'STIN Дисконт;Южный;Ростов-на-Дону
5487;5487 Тольятти O'S ПаркХа;"г. Тольятти, Автозаводское ш., д. 6, ТРЦ ""Парк Хаус""";O'STIN;Приволжский;Тольятти
5488;5488 Запорожье СМ Лен146;м. Запорiжжя, пр-т Ленiна, буд. 146;Супермаркет;Украинский;Запорожье
5489;5489 Киев СМ Горького176;м. Київ, вул. Горького, буд. 176;Супермаркет;Украинский;Киев
5490;5490 Якутск СМ «ГрандС2»;"г. Якутск, ул. Федора Попова, д. 17, ТЦ ""Дэлэй""";Супермаркет;Дальневосточный;Якутск
5491;5491 Челябинск СМ ТЦ«КС»;"г. Челябинск, ул. Черкасская, д. 15, ТЦ ""КС""";Супермаркет;Уральский;Челябинск
5492;5492 Апатиты O'S Дзер39;г. Апатиты, ул. Дзержинского, д. 39, Street Retail;O'STIN;Северо-Западный;Апатиты
5493;5493 Улан-Удэ O'S Пионер;"г. Улан-Удэ, ул. Корабельная, д. 32, ТРЦ ""Пионер""";O'STIN;Сибирский;Улан-Удэ
5494;5494 Егорьевск СМ Сов4/4;г. Егорьевск, ул. Советская, д. 4, стр. 4;Супермаркет;Центральный;Егорьевск
5495;5495 Петро-К СМ «Глобус»;"г. Петропавловск-Камчатский, ул. Вулканная, д. 59, ТЦ ""Глобус""";Супермаркет;Дальневосточный;Петропавловск-Камчатский
5496;5496 Череповец СМ Макси;"г. Череповец, пр-т Победы, д. 200, ТЦ ""Макси""";Супермаркет;Центральный;Череповец
5497;5497 Костанай СМ ТЦ«ЦУМ»;"г. Костанай, пр-т Аль-Фараби, д. 65, ТЦ ""ЦУМ""";Супермаркет;Казахстанский;Костанай
5498;5498 ТРЦ «City Mall»;"г. Темиртау, пр-т Металлургов, ТЦ ""City Mall""";Супермаркет;Казахстанский;Темиртау
5499;5499 Херсон СМЗалаэгер18;м. Херсон, вул. Залаегерсег, буд. 18;Супермаркет;Украинский;Херсон
5500;5500 Королев O'S Лунаход;"г. Королев, пр. Космонавтов, д. 23/37, ТЦ ""Лунаход""";O'STIN;Московский;Королев
5501;5501 Ивантеевка O'S Сов2;"г. Ивантеевка, Советский пр-т, д. 2а, ТЦ ""Гагарин""";O'STIN;Московский;Ивантеевка
5502;"5502 Ишим O'S ТЦ ""Мечта""";"г. Ишим, ул. Свердлова, 1г, ТЦ ""Мечта""";O'STIN;Уральский;Ишим
5503;5503 СПб O'S Шкипер Молл;"г. Санкт-Петербург, Малый пр-т, д. 88, ТЦ ""Шкиперский Молл""";O'STIN;Северо-Западный;Санкт-Петербург
5504;5504 Горно-Алтай O'S МРа;"г. Горно-Алтайск, ТЦ ""Мария Ра""";O'STIN;Сибирский;Горно-Алтайск
5505;5505 Н.Челны O'S СитиМол;"г. Набережные Челны, пр-т Чулман, д. 89/57, ТЦ ""Сити Молл""";O'STIN;Приволжский;Набережные Челны
5506;"5506 O'S ТЦ ""Круг""";"г. Москва, ТЦ ""Круг""";O'STIN;Московский;Москва
5507;5507 ТЦ «Билла»;"г. Чехов, ул. Полиграфистов, д. 21/1,  ТЦ ""Билла""";Супермаркет;Центральный;Чехов
5508;5508 Киев O'S ПроменадаП;"м. Київ, вул. Велика Окружна, буд. 4, ТРЦ ""PROMENADA PARK""";O'STIN;Украинский;Киев
5509;5509 Днепро O'S Караван;"Дніпропетровський р., смт Ювілейне, вул. Нижньодніпровська, буд. 17, ТРЦ ""Караван""";O'STIN;Украинский;Днепропетровск
5510;5510 Киев O'S Мармелад;м. Київ, вул. Борщагівська, буд. 154;O'STIN;Украинский;Киев
5511;5511 Киев O'S ОкеанПлаза;м. Київ, вул. Горького, буд. 176;O'STIN;Украинский;Киев
5512;5512 Херсон O'S Фабрика;"м. Херсон, вул. Залаегерсег, буд. 18, ТРЦ ""Fabrika""";O'STIN;Украинский;Херсон
5513;5513 Череповец O'S Лен88;г. Череповец, ул. Ленина, д. 88;O'STIN;Северо-центральный;Череповец
5514;5514 Махачкала O'S СП;"г. Махачкала, пр-т Гамидова, д. 18 Ж, ТЦ ""Вегас""";O'STIN;Южный;Махачкала
5515;5515 Димитровг СМ Винтаж;"г. Димитровград, ул. Куйбышева, д. 166, ТЦ ""Винтаж""";Супермаркет;Приволжский;Димитровград
5516;5516 Оренбург O'S Север;"г. Оренбург, пр-т Дзержинского, д. 23, ТЦ ""Север""";O'STIN Kids;Приволжский;Оренбург
5517;5517 Радужный О'S Подсол;"г. Радужный, 4-й мкрн., ул. Ягельная, стр. 18а, ТЦ ""Подсолнух""";O'STIN;Уральский;Радужный
5518;5518 Череповец O'S Макси;г. Череповец, пр-т Победы, д. 200, ТЦ “Макси”;O'STIN;Северо-центральный;Череповец
5519;5519 ТЦ «Медео»;"г. Красноярск, пр-т им. Газеты Красноярский рабочий,  д. 74, ТЦ ""Медео""";Супермаркет;Сибирский;Красноярск
5520;5520 СПб СМ «ШкиперМолл»;"г. Санкт-Петербург, Малый пр-т В.о., д. 88, лит. А, ТЦ ""Шкиперский Молл""";Супермаркет;Северо-Западный;Санкт-Петербург
5521;5521 СМ ТЦ«Перовский»;"г. Москва, Свободный пр-т, д. 33, ТЦ ""Перовский""";Супермаркет;Московский;Москва
5522;5522 СМ Наш Гипер  47км;"г. Москва, МКАД 47-й км., стр. 20, ТЦ ""Наш гипермаркет""";Гипермаркет;Московский;Москва
5523;5523 Талдыкорган O'S ЦУМ;"г. Талдыкорган, ул. Таулелсыздык, д. 46, ТЦ ""ЦУМ""";O'STIN;Казахстанский;Талдыкорган
5524;5524 Октябрьский CM Ос6А;"г. Октябрьский, ул. Островского, д. 6А, ТЦ ""Аструм""";Супермаркет;Уральский;Октябрьский
5525;5525 Нальчик O'S ТЦ Дея;"г. Нальчик, ул. Кирова, д. 320,  ТЦ ""Дея""";O'STIN;Южный;Нальчик
5526;"5526 Кириши O'S ""Ладога""";"г. Кириши, пр-т Героев, д. 11, ТК ""Ладога""";O'STIN;Северо-Западный;Кириши
5527;5527 Уфа O'S Планета;"г. Уфа, пр-т Салавата Юлаева, МОСК ""Планета""";O'STIN Kids;Уральский;Уфа
5528;5528 Курск СМ «Европа19»;"г. Курск, ул. Студенческая, д. 1, ТЦ ""Европа 19""";Супермаркет;Центральный;Курск
5529;5529 Ленинск-Куз O'S Т13;"г. Ленинск-Кузнецкий, ул.Телефонная, д.13, ТЦ ""Фабрика""";O'STIN;Сибирский;Ленинск-Кузнецкий
5530;5530 Благовещенск O'S О;"г. Благовещенск, ул. Мухина, д. 110А, ТРЦ ""Острова""";O'STIN;Дальневосточный;Благовещенск
5531;5531 Пенза O'S РитейлПар;"г. Пенза, ул. Центральная, д. 1, ТЦ ""Ритейл парк""";O'STIN Дисконт;Приволжский;Пенза
5532;5532 У-Илимск O'S Мира21;г. Усть-Илимск, пр-т Мира, д. 21;O'STIN;Сибирский;Усть-Илимск
5533;"5533 Челябинск O'S ""КС""";"г. Челябинск, ул. Черкасская, д. 15, ТЦ ""КС""";O'STIN;Уральский;Челябинск
5534;5534 Алматы O'S ЕсентайМ;"г. Алматы, ТЦ ""Есентай Молл"", пр-т Аль-Фараби, д. 77/7";O'STIN;Казахстанский;Алматы
5535;5535 Курск O'S Европа19;"г. Курск, ул. Студенческая, д. 1, ТЦ ""Европа 19""";O'STIN;Южно-центральный;Курск
5536;5536 П-К O'S Глобус;"г. Петропавловск-Камчатский, ул. Вулканная, д. 59, ТЦ ""Глобус""";O'STIN;Дальневосточный;Петропавловск-Камчатский
5537;5537 Сыктывка O'S Аврора;"г. Сыктывкар, ул. Коммунистическая, д. 52, ТЦ ""Аврора""";O'STIN Kids;Северо-Западный;Сыктывкар
5538;5538 Благовещенс СМ М110;"г. Благовещенск, ул. Мухина, д. 110 А, ТЦ ""Острова""";Супермаркет;Дальневосточный;Благовещенск
5539;5539 Мхч СМ Гамидова 61;г. Махачкала, пр-т Гамидова, д. 61;Супермаркет;Южный;Махачкала
5540;5540 Радужный СМ 4мк18А;"г. Радужный, 4-й мкрн, стр. 18 А, ТЦ ""Подсолнух""";Супермаркет;Уральский;Радужный
5541;5541 СМ кассирФИН дляФРЦ;г. Москва, кассир ФИН деятельность ФРЦ;Супермаркет;Московский;Москва
5542;5542 Челябинск O'S Кольц;"г. Челябинск, ул. Дарвина, д. 18а, ТЦ ""Кольцо""";O'STIN;Уральский;Челябинск
5543;5543 Омск O'S АТ Маркет2;"г. Омск, ул. 6-я Станционная, д. 2/3, ТЦ ""АТ Маркет 2""";O'STIN;Сибирский;Омск
5544;5544 Ниж-варт-к O'S Югра;"г. Нижневартовск, ул. Ленина, д. 15П, ТЦ ""Югра""";O'STIN;Уральский;Нижневартовск
5545;5545 Долгопр-й O'S Лих64;"г. Долгопрудный, Лихачевский пр-т, д. 64, ТРЦ ""Конфитюр""";O'STIN Kids;Московский;Долгопрудный
5546;5546 Белово O'S СибГор;"г. Белово, ул. Чкалова, д. 11, ТЦ ""Сибирский городок""";O'STIN;Сибирский;Белово
5547;5547 Киселевск O'S Палат;"г. Киселевск, ТЦ ""Палата""";O'STIN;Сибирский;Киселевск
5548;5548 Междуреченск O'S Юж;"г. Междуреченск, пр-д Горького, д. 14, ТЦ ""Южный""";O'STIN;Сибирский;Междуреченск
5549;"5549 Саранск O'S ТЦ""MAX""";"г. Саранск, ул. Гагарина, д. 99А, ТЦ ""MAX""";O'STIN;Приволжский;Саранск
5550;5550 ТЦ «Виконда»;"г. Рыбинск, ул. Бабушкина, д. 29, ТЦ ""Виконда""";Супермаркет;Центральный;Рыбинск
5551;5551 Губкин СМ Европа18;"г. Губкин, ул. Космонавтов, д. 14, ТЦ ""Европа-18""";Супермаркет;Центральный;Губкин
5552;"5552 Ангарск O'S ТЦ""Ф""";"Иркутская область, г. Ангарск, 192 квартал, д. 12,ТЦ ""Фестиваль""";O'STIN;Сибирский;Ангарск
5553;5553 Иркутск O'S Квартал;"Иркутская область, г. Иркутск, ул. 3-го Июля, д. 25, ТРК ""Модный квартал""";O'STIN;Сибирский;Иркутск
5554;5554 В.Пышма O'S Кировск;"г. Верхняя Пышма, ул. Орджоникидзе, д. 18, ТЦ ""Кировский""";O'STIN;Уральский;Верхняя Пышма
5555;5555 Барнаул O'S Алтай;"г. Барнаул, пр. Космонавтов, д. 6В, ТЦ ""Алтай""";O'STIN Дисконт;Сибирский;Барнаул
5556;"5556 Ступино O'S ТЦ""Ока""";"Ступино, ул. Горького, вл. 26, ТЦ ""Ока""";O'STIN Kids;Московский;Ступино
5557;5557 Сургут O'S Мира15Ki;"г. Сургут, пр. Мира д.15, ТЦ ""Даниловский""";O'STIN Kids;Уральский;Сургут
5558;5558 Стерли-ак O'S Арбат;"г. Стерлитамак, ул. Артема, вблизи жилого дома 98, ТЦ ""Арбат""";O'STIN;Уральский;Стерлитамак
5559;5559 Красногорск СМ Кара;"г. Красногорск, Волоколамское ш., вл. 1, ТЦ ""Карамель""";Супермаркет;Московский;Красногорск
5560;5560 Новокузнец O'S СибГ;"г. Новокузнецк, ул. Рихарда Зорге, д. 17, ТЦ ""Сибирский городок""";O'STIN;Сибирский;Новокузнецк
5561;5561 Алматы СМ ТЦ «Март»;"г. Алматы, ул. Рихарда Зорге, д. 18, ТЦ ""Март""";Супермаркет;Казахстанский;Алматы
5562;"5562 Киев O'S ТЦ""РайON""";"м. Київ, вул.Лаврухіна Миколи №4 (ЛІТЕРА А), ТЦ ""РайON""";O'STIN Kids;Украинский;Киев
5563;5563 Ровно СМ Экватор;м. Рівне, вул. Макарова, б.23;Супермаркет;Украинский;Ровно
5564;5564 Сумы СМ Мануфактура;м. Суми, вул. Харківська, б.2;Супермаркет;Украинский;Сумы
5565;5565 Белгород СМ МегаГр;"г. Белгород, пр-т Богдана Хмельницкого, д. 137T, ТЦ ""МегаГринн""";Супермаркет;Центральный;Белгород
5566;5566 Первомайская, 50;г. Могилёв, ул. Первомайская, д. 50;Супермаркет;Белорусский;Могилев
5567;5567 СПб O'S Континент;"г. Санкт-Петербург, ул. Ленсовета, д. 97, ТРК ""Континент""";O'STIN;Северо-Западный;Санкт-Петербург
5568;5568 Воткинск СМ ТЦ«БУМ»;"г. Воткинск, ул. Марата, д. 29, ТЦ ""Бум""";Супермаркет;Уральский;Воткинск
5569;5569 Уфа СМ ТРЦ«Иремель»;"г. Уфа, ул. Менделеева, д. 137, ТРЦ ""Иремель""";Дисконт;Уральский;Уфа
5570;5570 ЙошкарОла O'S Форум;"г. Йошкар-Ола, ул. К.Маркса, д. 99,  ""Форум""";O'STIN Kids;Приволжский;Йошкар-Ола
5571;"5571 Находка O'S ТЦ""ГУМ""";"г. Находка, пр-т Находкинский, д. 60, ТЦ ""Гум""";O'STIN;Дальневосточный;Находка
5572;5572 Курск O'S Европа;"г. Курск, ул. Студенческая, д. 1, ""Европа""";O'STIN Kids;Южно-центральный;Курск
5573;5573 Екатер-г O'S Гринви;"г. Екатеринбург, ТРЦ ""Гринвич"", ул. 8 марта, д. 46";O'STIN Kids;Уральский;Екатеринбург
5574;5574 СМ ТЦ «Ключевой»;"г. Москва, ул. Борисовские пруды, д. 26, ТЦ ""Ключевой""";Супермаркет;Московский;Москва
5575;5575 Москва СМ Брендсити;"г. Москва, ТЦ ""Брендсити"", МКАД, 26 км, СТОК";Дисконт;Московский;Москва
5576;5576 Люберцы O'S Светоф.;"г. Люберцы, ул. Побратимов, д. 7, ТЦ ""Светофор""";O'STIN Kids;Московский;Люберцы
5577;5577 Шатура O'S Ильича52;г. Шатура, пр-т Ильича, д. 52, Street Retail;O'STIN;Московский;Шатура
5578;"5578 Череповец O'S ""С-З""";"г. Череповец, ул. Ленинградская, д. 1, ТЦ ""Северо-Западный""";O'STIN Kids;Северо-центральный;Череповец
5579;5579 Надым O'S Ленингр10;г. Надым, Ленинградский пр., д. 10;O'STIN;Уральский;Надым
5580;5580 Туапсе O'S КрПл;"г. Туапсе, ул. Сочинская, д. 2, ТЦ ""Красная Площадь""";O'STIN;Южный;Туапсе
5581;5581 Усть-И CM Мира7;г. Усть-Илимск, пр-т Мира, д. 7;Супермаркет;Сибирский;Усть-Илимск
5582;5582 Зеленогорск СМ СибГ;"г. Зеленогорск, ул. Песчаная, д. 2, ТЦ ""Сибирский городок""";Супермаркет;Сибирский;Зеленогорск
5583;"5583 O'S ТЦ""Праздник""";"г. Москва, ТЦ ""Праздник"", ул.Тушинская, д. 17";O'STIN Дисконт;Московский;Москва
5584;5584 Ставрополь O'S Моск;"г. Ставрополь, ул. Тухачевского, д. 14/2, ТЦ ""Москва""";O'STIN Kids;Южный;Ставрополь
5585;"5585 Алматы O'S ""Март""";"г. Алматы, ул. Рихарда Зорге, д. 18, ТЦ ""Март""";O'STIN;Казахстанский;Алматы
5586;5586 Астана O'S АМолл;"г. Астана, ТЦ ""Астана Молл"", пр.Тауелсыздык, д. 34";O'STIN;Казахстанский;Астана
5587;5587 ТК «Интермакс»;"г. Набережные Челны, ТК ""Интермакс"", Московский проспект, д. 126";Гипермаркет;Приволжский;Набережные Челны
5588;5588 ТЦ Жемчужина Сибири;"г. Тобольск, ТЦ ""Жемчужина Сибири"", пр-т Менделеева и Комсомольский пр-т";Супермаркет;Уральский;Тобольск
5589;5589 ТЦ«Рама»;"г. Раменское, ""Рама"", ул. Чугунова";Супермаркет;Московский;Раменское
5590;5590 Октябр-ий O'S Ос6а;"г. Октябрьский, ул. Островского, д. 6а, ТЦ ""Аструм""";O'STIN;Уральский;Октябрьский
5591;5591 ТЦ «Фабрика»;"г. Ленинск-Кузнецкий, ТЦ ""Фабрика"", ул. Телефонная, д. 13";Супермаркет;Сибирский;Ленинск-Кузнецкий
5592;5592 Белорецк O'S 8марта;"г. Белорецк, ТЦ ""8 марта"", ул. 50 лет Октября, д. 78v";O'STIN;Уральский;Белорецк
5593;5593 Качканар O'S Восток;"г. Качканар, ул. Гикалова, д. 7б, ""Восток""";O'STIN;Уральский;Качканар
5594;5594 Лянтор O'S Лянтор;"г. Лянтор, ТЦ ""Лянтор"", ул. Магистральная, стр. 8а";O'STIN;Уральский;Лянтор
5595;5595 СПб СМ ТРК«ЖемПлаз»;г. Санкт – Петербург, ТРК «Жемчужная плаза». Петергофское шоссе д. 51;Супермаркет;Северо-Западный;Санкт-Петербург
5596;5596 Сарапул O'S Гагар29;г. Сарапул, ул. Гагарина, д. 29;O'STIN;Уральский;Сарапул
5597;5597 Тольятти O'S РнаВ;г. Тольятти, ул. Революционная д.52а, ТЦ «Русь на волге»;O'STIN Kids;Приволжский;Тольятти
5598;5598 Ессентуки O'S Верши;"г. Ессентуки, Октябрьская, д. 339, ТЦ ""Вершина""";O'STIN;Южный;Ессентуки
5599;5599 Красноярск O'S МЕГА;"г. Красноярск, пр. имени газеты ""Красноярский рабочий"", д. 27, стр. 78, ТЦ ""Мега""";O'STIN Дисконт;Сибирский;Красноярск
5600;5600 Семипалати-к O'S ЖЖ;"г. Семей, ул. Интернациональная, д. 49, ТЦ ""Жибек Жолы""";O'STIN;Казахстанский;Семипалатинск
5601;5601 ул. Ленина, 85;г. Хабаровск, ул. Ленина, д. 85;Супермаркет;Дальневосточный;Хабаровск
5602;5602 ТЦ «8 Марта»;"г. Белорецк, ТЦ ""8 Марта"", улица 50-летия Октября, 78";Супермаркет;Уральский;Белорецк
5603;5603 Брест CМ Куйбышева;"г. Брест, ул. Куйбышева, д. 15, ТЦ ""Галерея Гранд""";Супермаркет;Белорусский;Брест
5605;5605 Красноярск СМ Мега;"г. Красноярск, ТЦ ""Мега"", пр-т имени газеты ""Красноярский рабочий"", 27";Дисконт;Сибирский;Красноярск
5606;5606 Лыткарино O'S Весна;"г. Лыткарино, МО, ул. Парковая, стр. 2, ТРЦ ""Весна""";O'STIN Kids;Московский;Лыткарино
5607;"5607 Пермь O'S ""Браво-2""";"г. Пермь, ул. Светлогорская, д. 20а, ТЦ ""Браво-2""";O'STIN;Уральский;Пермь
5608;5608 Хабаровск O'S Лен85;г. Хабаровск, ул. Ленина, д. 85;O'STIN;Дальневосточный;Хабаровск
5609;5609 Шадринск O'S Комс22;г. Шадринск, ул. Комсомольская, д. 22;O'STIN;Уральский;Шадринск
5610;"5610 Алексин O'S ""SPAR""";"г. Алексин, ул. Мира, д. 20, ""SPAR""";O'STIN;Северо-центральный;Алексин
5611;5611 Мирный O'S Циргвавы;"Архангельская область, г. Мирный, ул. Циргвава, д.8, ТЦ ""Plaza""";O'STIN;Северо-Западный;Мирный
5612;5612 Лесосибирск O'S СГ;"г. Лесосибирск, ул.Победы, д. 31б, ТЦ ""Сибирский городок""";O'STIN;Сибирский;Лесосибирск
5613;5613 Караганда O'S Таир;"г. Караганда, ул. Космонавтов, д. 1В, ТЦ ""Таир""";O'STIN Дисконт;Казахстанский;Караганда
5614;5614 Кокшетау O'S Абая78;г. Кокшетау, ул. Абая, д. 78;O'STIN;Казахстанский;Кокшетау
5615;5615 Златоуст O'S Г-на10;Челябинская область, г. Златоуст, ул. Гагарина, д.10в, Street Retail;O'STIN;Уральский;Златоуст
5616;5616 Камышин O'S Некра7А;г. Камышин, ул. Некрасова, д. 7А;O'STIN;Южный;Камышин
5617;5617 Воркута O'S Ленин38;г. Воркута, ул. Ленина, д. 38;O'STIN;Северо-Западный;Воркута
5618;5618 Черкаси O'S Любава;"м. Черкаси, бульвар Шевченка, будинок 208/1, ТРЦ ""LUBAVA""";O'STIN;Украинский;Черкассы
5619;5619 Черкассы O'S Шев208;"м. Черкаси, бульвар Шевченка, будинок 208/1, ТРЦ ""LUBAVA""";O'STIN Kids;Украинский;Черкассы
5620;5620 Усинск O'S Молод.12;г. Усинск, ул. Молодежная, 12;O'STIN;Северо-Западный;Усинск
5621;5621 Бузулук СМ Империя;"г. Бузулук, ул. Ленина, д. 56, ТЦ ""Империя""";Супермаркет;Приволжский;Бузулук
5622;5622 Щербинка O'S Аквар;"г. Щербинка, ТЦ ""Акварель"", ул. Спортивная-Симферопольское шоссе";O'STIN;Московский;Щербинка
5623;5623 Кст_РИО;"г. Кострома, ТЦ ""РИО"", микрорайон ""Новый город"", ул. Магистральная";O'STIN;Северо-центральный;Кострома
5624;5624 Ярославль O'S Сво46;"г. Ярославль, ТЦ ""Аура"", ул. Свободы, д. 46-а";O'STIN;Северо-центральный;Ярославль
5625;5625 O'S Молл Гэллери;"г. Москва, Проектируемый проезд 5396, вл. 15, ""Молл Гэллери""";O'STIN Kids;Московский;Москва
5626;"5626 O'S ТЦ ""Вива""";"г. Москва, ул. Поляны, д. 8, ТЦ ""Вива""";O'STIN Kids;Московский;Москва
5627;5627 Владимир O'S М-торг;"Владимирская область, г. Владимир, ул. Тракторная, д. 45, ТЦ ""Мегаторг""";O'STIN Kids;Северо-центральный;Владимир
5628;5628 Саранск O'S ОгПлаза;"г. Саранск, ул. Б.Хмельницкого,  д. 28, ""Огарев Плаза""";O'STIN Kids;Приволжский;Саранск
5629;5629 Ярославль O'S Альта;г. Ярославль, Ленинградский пр-т., д. 123, ТЦ “Альтаир”;O'STIN;Северо-центральный;Ярославль
5630;5630 Н.Таг СМ Садовая16;г. Нижний Тагил, ул. Садовая, д. 16;Супермаркет;Уральский;Нижний Тагил
5631;5631 ул. Фурманова, 37;г. Новоуральск, ул. Фурманова, д. 37;Супермаркет;Уральский;Новоуральск
5632;5632 Балашов O'S БПассаж;"г. Балашов, ул. Энтузиастов, д. 1, ТЦ ""Балашовский Пассаж""";O'STIN;Приволжский;Балашов
5634;5634 Елабуга O'S Мираж;"г. Елабуга, ул. Марджани, д. 34, ТЦ ""Мираж""";O'STIN;Приволжский;Елабуга
